ID,SMILES
ZINC000096111919,CN1C(=O)[C@@H]2C[C@H](CN2Cc2cccnc2)Oc2ccccc21
ZINC000051319475,C[C@H](NC(=O)c1n[nH]c2c1CCCC2)c1ccc(F)cc1
ZINC000091695173,NC(=O)C1CCN(Cc2ncc(C(F)(F)F)cc2Cl)CC1
ZINC000046101856,Cc1[nH+]ccn1-c1cc(CNC(=O)N2CCC[C@H](C)C2)ccn1
ZINC000075770688,CC(=O)Nc1cccc(CN2CCN(C(=O)[C@@H]3C[C@H]3C)CC2)c1
ZINC000000375077,CCOc1cc([C@@H]2Nc3ccccc3C(=O)N2O)ccc1O
ZINC000356222541,CC(C)c1cc(Br)ccc1NC(=O)N[C@H]1CNC(=O)C1
ZINC000173922534,C[C@H]1C[C@@H](c2cccc(F)c2)N(CCN2C(=O)CCC2=O)C1
ZINC000244742193,CN(C)S(=O)(=O)CCC[N@H+](C)Cc1cc(C(C)(C)C)n[nH]1
ZINC000229265015,CCCC[C@H](C(=O)Nc1cc(C)on1)[N@H+]1CC[C@@H](C(N)=O)C1
ZINC000162246605,Cc1nnc([C@@H]2Cc3ccccc3CN2S(=O)(=O)CCCC#N)o1
ZINC000040040345,C[C@H](NS(=O)(=O)N1CCOCC1)c1cccc2ccccc12
ZINC000027865763,C[C@H](NC(=O)Cn1cc(C(F)(F)F)ccc1=O)[C@@H]1CCCO1
ZINC000072284591,CC[N@@H+](Cc1nc(-c2ccc(Cl)cc2)no1)CC(C)(C)O
ZINC000299777864,CCc1cc(C#N)ccc1NC(=O)NC[C@@H]1CCC[N@@H+]1CC
ZINC000227168548,O=C(CN1C(=O)CCCc2ccccc21)Nc1nccs1
ZINC000069456112,C/C(=C\C(=O)N[C@@H]1CCS(=O)(=O)C1)CCc1ccccc1
ZINC000091425168,CCC[C@H]1C[N@H+](CCC(=O)O)C[C@@H]1NC(=O)c1ccc(Cl)o1
ZINC000334159661,Cc1cc2nc(CN(C)Cc3cccc(C)c3C)cc(=O)n2[nH]1
ZINC000091959658,COC(=O)c1ccccc1C[N@H+]1CC[C@H](C)[C@@H](n2ccnc2)C1
ZINC000091644537,C[C@H](NC(=O)c1c[nH]nc1-c1cccc(F)c1)c1nnn[nH]1
ZINC000193547822,C#Cc1cccc(N(Cc2ccncc2)C(=O)C2CN(C(C)=O)C2)c1
ZINC000020028299,COc1cccc(CNCC[NH+](C)C)c1OCc1ccccc1
ZINC000063881887,CCC(=O)c1ccc(OCC(=O)N[C@@H](C)c2nnn[nH]2)cc1
ZINC000299752717,O=C(O)[C@@H]1CN(C(=O)[C@@H]2C[C@@H]2c2ccccc2Cl)CCO1
ZINC000069322288,COCCOc1ncccc1C(=O)N1CCO[C@H]2CCCC[C@@H]21
ZINC000067589103,COc1ccc2[nH]c(C[NH2+][C@H](C)Cn3nc(C)cc3C)cc2c1
ZINC000097113447,Cc1csc([C@H](C)CNC(=O)Nc2nocc2C)n1
ZINC000000060765,CCN(CC)c1ccc(C(=O)n2nnc3ccccc32)cc1
ZINC000252478090,O=C(c1cscn1)N1CC[C@H](C(F)(F)F)C2(CCC2)C1
ZINC000328971245,COc1ccc2c(c1)CCN(c1cc(NC3CCCC3)ncn1)C2
ZINC000223791152,Cc1[nH+]ccn1CCN(C)C(=O)c1cc2c([nH]c1=O)CCC2
ZINC000019462794,C[C@@H]1C[C@@H]1C(=O)N1CCC(c2nc3ccccc3cc2N)CC1
ZINC000005633825,O=C(Cc1cccc2ccccc12)NC1=NCCS1
ZINC000071755530_1,CCOC(=O)CCCC[N@H+]1CCO[C@H](c2ccc(F)cc2)C1
ZINC000230091613,Cc1cc(N2CCC[C@H]3C[N@@H+](C)CC[C@H]32)nc(-c2ccccn2)n1
ZINC000096297015,Cc1noc([C@@H](C)NC(=O)COc2ccccc2)c1C(=O)O
ZINC000237566840,C[C@H](OCC1CC1)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)O
ZINC000000133129,CCC(=O)c1ccc(SC(=O)N(C)C)cc1O
ZINC000082115262,COCCC[NH+]1CCN(C(=O)c2cc(CC(C)C)nn2C)CC1
ZINC000072423408,CN(Cc1ccc(-n2cccn2)cc1)C(=O)[C@@H]1Cc2ccccc2O1
ZINC000010234960,CN(C)c1ccc(C(=O)NCc2ccccc2Cn2cccn2)cc1
ZINC000096484825,C[C@@H](C#N)NS(=O)(=O)c1cc(Br)ccc1F
ZINC000072931817,CO[C@]1(C)C[C@H](NC(=O)c2nc3ccccc3c(=O)[nH]2)C1(C)C
ZINC000005176951,CCN(CC)c1nc(N)c([N+](=O)[O-])c(NC[C@H]2CCCO2)n1
ZINC000072306308,Cc1cc(C)n(-c2cccc(NS(=O)(=O)CCOC(C)C)c2)n1
ZINC000065643309,CC(=O)c1ccc(S(=O)(=O)NC(=O)c2csc(C)n2)cc1
ZINC000095970470,C[C@H](CN(C)C(=O)[C@@H]1CC(=O)N(c2ccccc2)C1)C(=O)O
ZINC000252513880,Cc1ccc([C@@H]2C[C@H]2C(=O)N[C@H]2CCCN(CC(N)=O)C2)s1
ZINC000096097107,COc1nn(C)cc1C(=O)N(Cc1ccco1)C1CCOCC1
ZINC000095475377,CC(C)Cc1nnc(NC(=O)COc2cccc(-n3cnnc3)c2)[nH]1
ZINC000073793622,CC(C)[C@H]1CC[C@@H](C)CCN1C(=O)c1nccn2ccnc12
ZINC000017173200,C=CCn1c(=S)[nH]n2c(=N)c(C#N)c(-c3cccs3)c(C#N)c12
ZINC000071793216,O=C(c1ccc2cc[nH]c2c1)N1CCCN(Cc2cscn2)CC1
ZINC000092062299,CCn1nc(CC(C)C)cc1C(=O)NCCc1csc(N)n1
ZINC000093103230,COC(=O)[C@@H]1C[C@@H](O)CN1Cc1cc2cc(C)c(C)cc2o1
ZINC000025234454,CNC(=O)C[N@H+]1CC[C@H](NC(=O)c2cc(C)c(C)s2)CC1
ZINC000048035815_1,CCOc1ccc(-c2noc(C[N@@H+]3CC[C@H](C(N)=O)C3)n2)cc1
ZINC000021214746,O=C(COCc1nc2ccccc2s1)Nc1nncs1
ZINC000217700057,Cc1cc(N)n(CC(=O)N2CC[C@@H](c3ccccc3Cl)C2)n1
ZINC000067982979,CC[N@@H+](Cc1ccc2c(C)cc(=O)oc2c1)CC1CCOCC1
ZINC000013321505,C[C@@H]1CCCC[C@@H]1NS(=O)(=O)c1cc(F)ccc1F
ZINC000048792620,NC(=O)CN(C(=O)c1sccc1Br)C1CCCC1
ZINC000069514874,C[C@@H](Cc1ccc2ccccc2c1)NC(=O)[C@@H](C)S(C)(=O)=O
ZINC000215235717,Cn1ccnc1C[N@H+](C[C@]1(c2ccccc2)CCOC1)C1CC1
ZINC000227221278,O=C(C[N@H+]1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21)Nc1nccs1
ZINC000218840883,COC[C@H]1[C@H]2OCC[C@H]2[C@H]1NC(=O)c1cccc2cccnc12
ZINC000158243579,C[C@H]1N=NC(=S)N1c1cccc(NC(=O)[C@H]2CCOC2)c1
ZINC000039969200,C[C@H]1CC[C@H](NC(=O)COCC(=O)N[C@H]2CC[C@@H](C)CC2)CC1
ZINC000032911506,O=C(CCc1ccccc1)N[C@@H]1CCC[N@H+](Cc2ccccc2)C1
ZINC000268932029,COc1cc(F)c([C@H](C)NC(=O)[C@H]2C[C@@H]2C(=O)O)cc1OC
ZINC000000495611,CSc1nc2sc3c(c2c2nncn12)CCC3
ZINC000004174602,CCOC(=O)CS[C@@H](CC)C(=O)Nc1nnc(CC)s1
ZINC000219057857,Cc1noc(C)c1CO[C@@H]1COCC[C@H]1NC(=O)c1ccoc1
ZINC000096012726,COc1ccc(NC(=O)[C@@H](C)OC(=O)c2ccc(N)cn2)cc1
ZINC000095992517,O[C@H](C[C@@H]1CCCCC[N@H+]1CC1OCCO1)c1cccs1
ZINC000030009866,CC[C@H](Nc1ccc2[nH]c(=O)[nH]c2c1)C(=O)Nc1ccc(F)cc1
ZINC000078877038,CC(=O)Nc1nc(C(=O)N2c3ccnn3[C@@H](C)C[C@H]2C)cs1
ZINC000091518940,COCC[C@@]1(C(=O)O)CCCN(C(=O)CCc2ccccn2)C1
ZINC000003435689,Cc1ccccc1OCC(=O)OCC(=O)NCc1ccccc1
ZINC000008377381,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)N(C)C)cc2)o1
ZINC000081818754,CCn1nc(C)c(C(=O)NC[C@@](C)(O)c2cc(C)oc2C)c1C
ZINC000092062516,CC(=O)N1C[C@@H]2CC[C@H](C1)[N@H+](Cc1ccc(F)cc1Cl)C2
ZINC000004052882,Nc1ncc([N+](=O)[O-])c(Nc2cccc(C(F)(F)F)c2)n1
ZINC000095423651_1,c1ccc(CCCn2ccnc2C[NH2+][C@H]2CCN(C3CC3)C2)cc1
ZINC000030273457,CC(C)N(C)C(=O)[C@H]1CC[N@H+](Cc2cc(C#N)ccc2F)CC1
ZINC000089807812,Clc1cc(C[NH2+]CCCO[C@@H]2CCOC2)c2ncccc2c1
ZINC000299772429,COCCN1C(=O)C[C@](CC(=O)O)(c2ccccc2C)C1=O
ZINC000072164357,CSCc1ccc(C(=O)N2CCC[C@@]3(CC2)CNC(=O)O3)o1
ZINC000095433707,Cc1noc(C)c1[C@H](C)CNc1ccc([N+](=O)[O-])cc1C#N
ZINC000221717300,COc1ccc([C@H](C)C[N@H+]2CCO[C@@H]([C@@H]3CCCO3)C2)cc1
ZINC000005201141,CCOc1cc(/C=C2\SC(=O)NC2=O)ccc1OCC(=O)O
ZINC000007663555,CCOC(=O)C1CCN(CC(=O)N[C@@H](C)c2cccs2)CC1
ZINC000069560348,COc1c(C)cnc(CNC(=O)[C@H]2Cc3ccccc3O2)c1C
ZINC000097086612,O=C1NCCN(C(=O)c2ccoc2)[C@H]1c1ccccc1Cl
ZINC000006731176,CCOC(=O)c1ccc(NC(=O)C[N@H+]2CCCC[C@H]2C)cc1
ZINC000005441602,O=C(COc1ccccc1)Nc1cccc(N2CCCCC2=O)c1
ZINC000069349988,COCc1ccccc1C(=O)N[C@@H](C)C(=O)NC1CCCC1
ZINC000000151425,CCSc1nnc(NC(=O)c2ccc(OC)cc2)s1
ZINC000046102750,O=C1OCCN1c1cccc(NC(=S)NC[C@H]2CCCO2)c1
ZINC000032870846_1,NC(=O)[C@H]1Cc2ccccc2C[N@H+]1CCC(=O)Nc1ccccc1
ZINC000041452844,O=C(c1cc(C2CC2)on1)N1CCc2ccccc21
ZINC000222445540,Cc1ccc(C)c(CC(=O)N[C@@H](C)c2nc(C)c[nH]2)c1
ZINC000046087518,CC[C@H](C)c1noc([C@@H]2CCCCN2C(=O)Cn2cnnn2)n1
ZINC000240555650,CCN1C[C@@H](CN(C)C(=O)[C@H]2CCC(=O)N2)Oc2ccccc21
ZINC000069600627,CCCc1n[nH]c(C(=O)NCCC[n+]2cc[nH]c2C)c1[N+](=O)[O-]
ZINC000067974296,CCC[N@H+]1CCO[C@@H](CCNC(=O)c2ccc3c(c2)OCO3)C1
ZINC000012785486,CNc1nnc(SCCOc2ccc(C#N)cc2)s1
ZINC000252523225,CC[C@H](C)[C@@H](CO)NC(=O)CCc1c(C)nc2cc[nH]n2c1=O
ZINC000000035566,O=C(Nc1ccc(F)c(F)c1)c1ccc2c(c1)OCO2
ZINC000016648114,CN1CCN(S(=O)(=O)Cc2c(Cl)cccc2Cl)CC1
ZINC000069701937,CCOc1ccccc1CN1C(=O)N[C@@](C)(c2ccccn2)C1=O
ZINC000217386978,CC[C@@H](NC(=O)Cn1c(=O)oc2ccccc21)c1nc(C)c[nH]1
ZINC000013667959,Cc1cccc(C(=O)NCCN(C)c2ccccc2)c1
ZINC000013010391,C[C@H]1C[C@@H](C)CN(C(=O)CCn2cnc3sccc3c2=O)C1
ZINC000007037362,CC[C@H](NC(=O)COc1ccccc1F)c1ccc(OC)cc1
ZINC000021003373,CC1CCN(C(=O)[C@H](Cc2ccccc2)NC(=O)c2ccco2)CC1
ZINC000097713500,O=C(c1cnc2c(c1)CCCC2)N1CCCN(C(=O)C2CCC2)CC1
ZINC000058226570,COc1ccccc1NC(=O)NCCC(=O)Nc1ccncc1
ZINC000028415417,C[C@H](Cc1ccco1)NC(=O)NCc1cccs1
ZINC000042224401,CCOc1cc(C#N)ccc1OCc1cscn1
ZINC000237502969,COc1ccc(-c2noc(C[N@@H+]3CCC[C@H]3C(=O)O)n2)cc1
ZINC000008328666,Cn1cc(Br)cc1C(=O)Nc1cccc(C(N)=O)c1
ZINC000257301153,Cc1c[nH]c([C@@H]2CCN(C(=O)c3ccc(C(F)(F)F)cc3)C2)n1
ZINC000007939215,CCCNC(=O)COC(=O)c1cc(OC)c2c(c1)OCCO2
ZINC000097110847,Cc1cnc([C@H](NCc2noc(C3CC3)n2)C2CC2)s1
ZINC000053132270,COCCOc1ccccc1C(=O)N1CCC(OCC(C)C)CC1
ZINC000101828351,N=C(N/N=C/c1ccco1)S[C@H]1CC(=O)N(c2ccccc2)C1=O
ZINC000134078043,O=c1c2ccccc2[nH]c(=S)n1-c1ccc2c(c1)COC2
ZINC000013320243,N#Cc1ccccc1NC(=O)c1cc2ccccc2oc1=O
ZINC000095994063,O=S(=O)(Nc1ccncc1F)c1cnn(-c2ccccc2)c1
ZINC000194459245,O=C(N[C@H]1COc2ccccc2C1)c1ccccc1-n1cnnn1
ZINC000065454350,CCNC(=O)Cc1ccc(-n2ccc(-c3cnccn3)n2)cc1
ZINC000048262369,c1csc(C[NH+]2CCN(c3ccc4nncn4n3)CC2)c1
ZINC000072170519,Cc1[nH]c2c(c1C(=O)N1CC(c3ccccn3)C1)C(=O)CCC2
ZINC000328587728,CC[N@H+]1CCC[C@@H]1CN1C[C@H](C(=O)N2CCC=C(C)C2)CC1=O
ZINC000019799624,O=C1C(=O)N(c2ccc(S(O)(O)O)cc2)c2ccccc21
ZINC000136513956,Cc1nn(C)c(C)c1C[C@H](C)C(=O)N1CCCC[C@@H]1C(=O)O
ZINC000424660149,COc1c(Br)ccc(C)c1C(=O)NCCc1ncc[nH]1
ZINC000056762794,CC[C@@H](C)NC(=O)Nc1ccc(CCN2CCOCC2)cc1
ZINC000002316619,CC(=O)[C@@H]1C(=O)C[C@@](C)(O)[C@H](C(C)=O)[C@H]1c1ccc(C)cc1
ZINC000004302103,O=C(c1ccccc1)N(Cc1ccc(F)cc1)[C@@H]1CCS(=O)(=O)C1
ZINC000426563365,CC(C)(NC(=O)CCC(=O)NC1CCCCCCC1)C(=O)O
ZINC000015769622,O=C(Nc1ccc2c(c1)OCO2)c1cc(CN2CCCC2)on1
ZINC000193515981,CC(=O)c1sccc1OCc1nnc(C2CC2)n1C1CC1
ZINC000005660279,C[C@@H]1C[C@@H](C)CN(C(=O)COC(=O)c2cccc(N(C)C)c2)C1
ZINC000095523244,Cc1nc(CCCNC(=O)[C@@H]2CCCCC[N@@H+]2C)sc1C
ZINC000076830521,CC(=O)Nc1cc(S(=O)(=O)N[C@@H]2CCC[C@H]2C)ccc1F
ZINC000019313522,CC[C@@H]1CCCC[N@H+]1[C@@H]1CC(=O)N(c2ccc(OC)cc2)C1=O
ZINC000069560009,O=C(NCCc1nc2c(s1)CCCC2)c1ccc([N+](=O)[O-])o1
ZINC000012359443,COc1nc(OC)c(Br)cc1Br
ZINC000007836313,Cc1cc(COC(=O)CCNC(=O)Nc2ccccc2)no1
ZINC000067670799,C[C@H]1C[C@@H](C)C[N@@H+](Cc2ccccc2CNCc2ncc[nH]2)C1
ZINC000092556058,CCC1(CC)[C@@H](NC(=O)c2cccc3c2oc(=O)n3C)[C@@H](C)[C@@H]1OC
ZINC000016648298,CCOc1cc(S(=O)(=O)NCCCOC)c(C)cc1C
ZINC000012809809,CCOc1ccc2nc(NC(=O)[C@H]3CC(=O)N(C4CC4)C3)sc2c1
ZINC000020652881,C[C@@H]1C[NH+](CCOCCOc2ccc3c(c2)CCC3)C[C@@H](C)O1
ZINC000009244972,O=C(Cn1c(=O)cnc2ccccc21)NCc1ccccc1Cl
ZINC000004694680,CCOc1ccc([C@@H]2[C@@H](C(=O)OC)C(C)=Nc3ncnn32)cc1
ZINC000006824600,C[C@H]1CN(C(=O)Nc2ccc(OC(F)(F)F)cc2)C[C@@H](C)O1
ZINC000004291938,O=C1O[C@@H](C(=O)Nc2ccc([N+](=O)[O-])cc2)Cc2ccccc21
ZINC000020866573,COc1cccc(C(=O)OCC(=O)NCC(F)(F)F)c1O
ZINC000328958515,CCNc1nc(NCc2cccs2)cc(-c2ccccc2)n1
ZINC000012904923,O=C(CCc1ccco1)N1CCN(Cc2ccccc2)CC1
ZINC000004304836,CCS(=O)(=O)c1nc2ccccc2n1Cc1ccccc1C
ZINC000018060225,COC(=O)c1cc(CNC(=O)[C@@H]2CC=CCC2)ccc1OC
ZINC000014234248,NS(=O)(=O)c1ccc(N2CC=C(c3ccccc3)CC2)nc1
ZINC000073213273,O=C(Cc1ccccc1)NCCNC(=O)[C@@H]1[C@H]2CCCC[C@H]21
ZINC000072239900,Cc1snnc1C(=O)Nc1cnn(Cc2ccc(F)cc2)c1
ZINC000003464638,COc1ccc(CNC(=O)COC(=O)c2cc(C)oc2C)cc1
ZINC000069769996,O=C(COc1cccc(F)c1)N1CCCN(Cc2cscn2)CC1
ZINC000013328270,O=C(NC1CCCC1)N1CCN(Cc2cccs2)CC1
ZINC000058248489,CCN(C[C@H]1CCOC1)C(=O)c1cc([N+](=O)[O-])ccc1N(C)C
ZINC000072375294,c1cnc(N2CCC[C@@H]2c2cccc(Nc3nccs3)n2)nc1
ZINC000000210685,C[C@H](C[NH+]1CCCC1)OC(=O)c1cccc(Br)c1
ZINC000095994333,O=C(CNC(=O)Nc1ccccc1-c1ccncc1)NCC1CC1
ZINC000004036367,CCS(=O)(=O)Nc1cccc(-c2nc3cccnc3s2)c1
ZINC000095406992,CCC(CC)(CNC(=O)c1cc(C#N)c[nH]1)[NH+]1CCOCC1
ZINC000097547427,C[N@@H+]1Cc2ccccc2C[C@H]1C(=O)NCc1ccc2[nH]ccc2c1
ZINC000078101641,COc1ccnc(N2CCCN(C(=O)[C@@H](C)c3ccsc3)CC2)n1
ZINC000299741911,O=C(O)C[C@H]1CN(C(=O)[C@H]2OCCc3ccccc32)CCO1
ZINC000044975164,C[N@@H+](Cc1nc2ccccc2s1)C[C@H](O)Cn1cccn1
ZINC000036075988,Cc1cc(F)ccc1S(=O)(=O)N1C[C@H](C)OCC1(C)C
ZINC000069976650,CC[C@@H](O)CN1CCN(C(=O)[C@@H]2C[C@H]2c2ccccc2F)CC1
ZINC000247995090,Cc1noc([C@H](C)N2CCN(CCO[C@H]3CCCC[C@H]3C)CC2)n1
ZINC000244811367,CC[N@H+]1C[C@H](NC(=O)c2cn3cccc(C)c3n2)[C@@H](OC)C1
ZINC000095393236,C[C@H]1C[C@@H]1C(=O)N1CCCC[C@@H]1C(=O)Nc1n[nH]c(C(F)(F)F)n1
ZINC000195789967,CC[NH+](CC)CC#C[Si](C)(c1ccccc1)c1ccccc1
ZINC000042567139,COC1CCN([C@@H](C)C(=O)Nc2nc3ccc(F)cc3s2)CC1
ZINC000043557403,CCCc1nnc(NC(=O)NC[C@@H](c2ccco2)[NH+](C)C)s1
ZINC000003346164,Cc1nc(SCC(=O)Nc2ncccn2)c2ccccc2n1
ZINC000225658626,O=S(=O)(C1CC1)N1CCCC[C@H](c2ccc(Cl)cc2)C1
ZINC000023127231,O=C(Cc1cc(-c2ccco2)on1)NCc1ccc(Cl)cc1
ZINC000014196679,N#CC1(NC(=O)CSc2nncn2Cc2ccco2)CCCCC1
ZINC000107148381_1,COC(=O)[C@H]1C[C@H](O)[C@@H]([NH+]2CCN(Cc3cccs3)CC2)C1
ZINC000095481808,C[C@@H]1CCCC[C@H]1NC1=NS(=O)(=O)c2cc([N+](=O)[O-])ccc21
ZINC000058427057,CC(C)[C@H](C#N)N1CCN(C(=O)/C=C/c2cccc([N+](=O)[O-])c2)CC1
ZINC000095513109,C[N@H+](CCCC[NH+]1CCOCC1)[C@H](C(=O)O)c1cccc(O)c1
ZINC000299749678,COc1cccc(Cl)c1C(=O)N1CCO[C@@H](CC(=O)O)C1
ZINC000006799736,C[C@@H]1CCCC[C@H]1NC(=O)[C@@H](C)n1ncn2cccc2c1=O
ZINC000229225874,C[C@@H](C(=O)N1CCN(c2ccccc2)CC1)[N@H+]1CCC[C@@H](O)C1
ZINC000022371929,CCOc1ncccc1C(=O)NCCc1nc2ccccc2[nH]1
ZINC000092038537,CC(C)C[C@@H](NC(=O)c1cn2ccsc2n1)c1ncnn1C
ZINC000065312172,O=C(CCc1ccnc(N2CCCC2)c1)NCc1ccccn1
ZINC000067603582,C[N@H+]1CC[C@H](CNC(=O)c2ccc3c4c([nH]c3c2)CCCC4)C1
ZINC000045850535,Cc1c(C(=O)NCC(=O)N2CCCCC2)[nH]c2c1C(=O)CCC2
ZINC000005027863,N#Cc1ccccc1CN1C(=O)[C@@H]2[C@H](C1=O)[C@H]1C=C[C@H]2C12CC2
ZINC000012808017,Cc1ccnc2nc(C(=O)O[C@H](C)C(=O)c3cccc(Cl)c3)nn12
ZINC000426739761,Cc1cc(C[C@@H](C)NC(=O)c2cc(F)ccc2OCC[NH3+])n[nH]1
ZINC000038506553,CSc1cccc2sc(NC(=O)c3c(C)cnn3C)nc12
ZINC000218024653,COc1ccnc(N[C@@H]2CCOC[C@@H]2Oc2ccc(C)nc2)n1
ZINC000091625981,Cc1cccc([C@@H](C(=O)NCCCn2cc(C)cn2)N(C)C)c1
ZINC000069349462,COc1ccnc(N2CCN(C(=O)COC3CCCC3)CC2)n1
ZINC000244811366,COc1ccc(OCC[N@H+]2CCCC3(CCOCC3)C2)cc1
ZINC000069533569,CCc1cc2c(=O)n(Cc3noc(-c4ccoc4)n3)cnc2s1
ZINC000042632909,CSc1ccc(C[NH+]2CCN(c3cnccn3)CC2)cc1
ZINC000004976926,Cc1ccc(N2C[C@@H](C(=O)N3CCOCC3)CC2=O)cc1C
ZINC000057752409,CCOC(=O)C1=C(C[N@H+]2CC[C@H]3CCCC[C@@H]3C2)NC(=O)NC1
ZINC000097145060,N#Cc1cc(NC[C@@H]2CSCCS2)ccc1[N+](=O)[O-]
ZINC000053396208,C[C@H](NC(=O)c1ccoc1)C(=O)N[C@H](C)Cc1cccc(Cl)c1
ZINC000193479954,Cc1ccn(-c2ccccc2CNc2cc(N)ccc2[N+](=O)[O-])n1
ZINC000006851879,COc1ccc(Cl)cc1NC(=O)COC(=O)c1cc(C)no1
ZINC000096125550,O=C(NCC1CCCCC1)c1noc(-c2ccc[nH]c2=O)n1
ZINC000055271879,C[C@]12C[C@@H]3C[C@](C)(C1)C[C@@](C(=O)N1CC[C@H](O)C1)(C3)C2
ZINC000021695650,O=C(NCc1c(F)cccc1F)C1(c2ccc(F)cc2)CC1
ZINC000091493834,C[N@@H+]1CC[C@H]2CN(C(=O)CCC3CCCCC3)C[C@@]2(C(=O)O)C1
ZINC000252511185,C[N@@H+]1CC[C@@H]2CCN(c3ccc(C(N)=O)cc3[N+](=O)[O-])[C@H]2C1
ZINC000306129015,CCC(CC)NC(=O)[C@H]1CCc2[nH]nc(-c3ccccc3)c2C1
ZINC000219366563,Cc1n[nH]c(C)c1[C@@H]([NH3+])C(=O)NCc1cc(-c2ccccc2)n[nH]1
ZINC000003532072,CC(=O)c1c(C)[nH]c(C(=O)COC(=O)c2cccn2C)c1C
ZINC000003401798,Cc1[nH]c2ccccc2c1C(=O)COC(=O)C1CCN(O)CC1
ZINC000093530775,C=CCOc1ccc(CN2CC[C@@H](NS(C)(=O)=O)C2)cc1Cl
ZINC000171513315,O=C(COc1cc(F)ccc1F)NC(=O)NCC(F)(F)F
ZINC000058365397,C[C@@H](C#N)CN(C)C(=O)[C@H]1CCC[C@@H](C(=O)N(C)C[C@@H](C)C#N)C1
ZINC000012875258,C[C@H](NC(=O)c1ccc(=O)[nH]c1)c1ccccc1Cl
ZINC000005154265,O=c1nc2c(c(SCc3ccc([N+](=O)[O-])cc3)[nH]1)CCC2
ZINC000058265979,CSCC[C@@H](NC(N)=O)C(=O)Nc1cccc(Cl)c1C
ZINC000158495488,CC(=O)N[C@@H](CC(=O)N1CCCC[C@H]1C(=O)O)c1ccccc1
ZINC000426571501,COc1ccc(NC(=O)N2CCC[C@H](C#N)C2)cc1C(=O)N(C)C
ZINC000095498412,CCOc1ccc(C(C)=O)cc1NC(=O)NCc1nnn[nH]1
ZINC000095992696,O=C(NCCCO)Nc1ccc2nc(-c3ccccn3)oc2c1
ZINC000095973542,FC(F)(F)c1ccc(Cl)c(C[NH2+]CCc2nc[nH]n2)c1
ZINC000066166730,COC1=CC(=O)C([C@H]2CC(=O)c3c(O)cc(O)cc3O2)=CC1=O
ZINC000032931238,COC(=O)c1ccc(C(=O)N[C@@H]2CC[N@H+]3CCCC[C@@H]23)s1
ZINC000069352078,CC(C)c1noc(CN2C(=O)N[C@@](C)(c3ccccc3)C2=O)n1
ZINC000149078634,CC(=O)NC[C@H]1CN(Cc2cccc(Cl)c2Cl)CCO1
ZINC000175062295,Cc1cc(NC(=O)C2CCN(C(=O)C#Cc3ccccc3)CC2)no1
ZINC000000106872,Cc1ccc(C(=O)CSc2nc3ccccc3c(=O)n2N)o1
ZINC000041539051,COc1ccc(O[C@H](C)C(=O)N2CCC(C(=O)O)CC2)cc1
ZINC000095531289,CC(C)Cn1cncc1CNC(=O)[C@@H](C)[n+]1cc[nH]c1C(C)C
ZINC000074571510,CCc1ccc([C@@H](COC)NC(=O)N2CCC[C@@H](c3ncc[nH]3)C2)o1
ZINC000140619618,CCN(CC(=O)NC(C)C)C(=O)[C@H]1Cc2ccccc2S1
ZINC000024250529,C[C@@H](c1ccc(F)c(F)c1)[N@H+](C)CC(=O)NC1(C#N)CCCC1
ZINC000222287402,CC(=O)OC[C@]12C=C[C@H](O1)[C@@H]1C(=O)N(c3ccccc3)C(=O)[C@@H]12
ZINC000058161312,O=C(CSc1ccc(Br)cn1)NCC(F)(F)F
ZINC000041829544,Cc1cc(NC(=O)[C@H]2CC(=O)N(Cc3ccco3)C2)n(C)n1
ZINC000079311644,O=C(Nc1nccs1)[C@@H]1CCCN1CCc1ccccn1
ZINC000217884605,Cc1ccc2[nH]c([C@H](C)NC(=O)Cc3cc(C)no3)nc2c1
ZINC000217510883,O=C(NCc1cnc2cnccn12)c1ccc(N2CCCC2)cc1
ZINC000096139649,Cc1cc(C[C@@H]2COC[C@@H]2NC(=O)CCc2cccs2)on1
ZINC000072331948,COCCCNC(=O)CSc1ncnc2c1[nH]c1ccc(C)cc12
ZINC000048366652,Cc1cccc(CN2CCN(C[C@@H](O)C[NH+]3CCCC3)CC2)c1
ZINC000268973341,O=C(O)[C@H]1COCCN1C(=O)c1cc(-c2ccccc2)no1
ZINC000076848968,O=C(OCc1ccccc1F)c1cn(Cc2ccccn2)nn1
ZINC000072129495,CN(CCCc1cnn(C)c1)Cc1cc2n(n1)CCC[N@@H+](C)C2
ZINC000071802068,CC[C@]1(c2ccccc2)NC(=O)N(CC(=O)OCCCCC#N)C1=O
ZINC000058229959,O=C(NCC(=O)N1CCC[C@@H]1C1CCCC1)NCc1ccco1
ZINC000065457068,CCCc1nccn1-c1ccc([C@@H](O)CN2CCOCC2)cc1
ZINC000229376489,C[C@@H]1CN(Cc2nccn2C)CC[N@H+]1C[C@@H](O)c1ccccc1
ZINC000124248749,C[C@@H](CN(C)C(=O)CCc1ccc(F)cc1F)c1nnn[nH]1
ZINC000095380738,Cc1nc2c(c(=O)n1C)CN(C(=O)CC[C@@H]1CCC[N@H+](C)C1)C2
ZINC000072156017,COc1ccc(C)cc1S(=O)(=O)N1CC(c2ccncc2)C1
