ID,SMILES
ZINC000001726553,CSCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
ZINC000253424862,CO[C@H]1CCCC[C@@H]1NC(=O)N1CCC[C@@H]1Cn1ccnc1C
ZINC000252467394,C[C@H]1CN([C@@H](C)CNC(=O)N[C@H](C)Cn2cccn2)C[C@H](C)O1
ZINC000004570188,CC(C)(C)NS(=O)(=O)c1cc2c3c(c1)CC(=O)N3CCC2
ZINC000253429421,CO[C@H](C)CS(=O)(=O)N[C@H]1CCCc2cnn(C(C)C)c21
ZINC000019371783,[NH3+]CCn1nc([C@H]2CC[N@H+](Cc3ccccc3)C2)c2nccnc21
ZINC000009303749,CC(=O)N1N=C(c2ccccc2)C[C@@]12C(=O)Nc1ccccc12
ZINC000076467956,CN(C)c1cccc(C(=O)N2CC[C@H](C[NH+]3CCOCC3)C2)c1
ZINC000079109704,N#Cc1ccc(C(=O)Nc2ccc(O)c(C(F)(F)F)c2)nc1
ZINC000000480197,Cc1nnc(SC(=O)c2cccc([N+](=O)[O-])c2)s1
ZINC000022506534,CCOc1ccccc1NC(=O)Nc1ccc2c(c1)CC(=O)N2
ZINC000096147999,O=C(Nc1ccnn1CC1CC1)N[C@H](CO)c1ccccc1
ZINC000222861070,CCCN1C(=S)N[C@H](c2ccccn2)[C@@H]1c1cc(C)[nH]c1C
ZINC000095349563,CC(C)CN1C[C@@H](C(=O)NC2(C(=O)O)CCCCC2)CC1=O
ZINC000072149514,O=C(O)C[C@@H]1COCCN1C(=O)CCc1ccc(F)c(F)c1
ZINC000091551286,C[C@@H]1CN(C(=O)CCCOc2ccccc2)C[C@@]1(O)C1CC1
ZINC000058132527,Cc1cc(NC(=O)[C@H](C)[S@](=O)Cc2ccc(F)cc2)no1
ZINC000222816192,Cc1cc([C@@H]2[C@H](c3ccccn3)NC(=S)N2C(C)C)c(C)[nH]1
ZINC000088375905,O=C(O)[C@H]1COCCN1C(=O)c1csc(-c2ccco2)n1
ZINC000071893963,C=CCn1nnnc1S[C@@H]1CCN(c2ccccc2Cl)C1=O
ZINC000005616828,COc1ccc(CC(=O)Nc2cc(OC)c(OC)cc2C)cc1
ZINC000040535038,Cc1nccn1-c1cc(CNC(=O)[C@H](C)OCC(C)C)ccn1
ZINC000095500099,Cc1ccccc1[C@@H](C(=O)NCc1ccc(C#N)cc1)[NH+](C)C
ZINC000030260267,O=C(/C=C/c1ccco1)N1CCN(C(=O)Nc2ccc(F)cc2)CC1
ZINC000007606718,Cc1cccc(NC(=O)CN(C)CC(=O)N[C@H](C)C(C)C)c1C
ZINC000022455664,c1ccc(CC[N@H+]2CC[C@H](NCC[NH+]3CCCCC3)CC2)cc1
ZINC000004540111,O=C1O[C@@H](C(=O)Nc2ccc(Cl)c(F)c2)Cc2ccccc21
ZINC000005978655,CCCCN1C(=O)NC(=O)/C(=C(/C)NCc2cccnc2)C1=O
ZINC000003510797,O=C(OCCN1C(=O)c2ccccc2C1=O)c1ccc(F)cc1
ZINC000096009783,CCc1nnc(NCc2nnc(C(C)C)n2C)c(C#N)c1CC
ZINC000003603334,Cc1c(NC(=O)CCC(=O)O)c(=O)n(-c2ccccc2)n1C
ZINC000000092961,O=[N+]([O-])c1cccnc1Oc1cncc(Cl)c1
ZINC000076087241,CS[C@@H]1CCCC[C@@H]1NC(=O)NCCCC[n+]1cc[nH]c1C
ZINC000092061675_2,C[N@H+]1CCC[C@H](CCC(=O)N2CCC(c3nc[nH]n3)CC2)C1
ZINC000071834969,C[N@@H+]1CCN(C(=O)[C@@H]2C[C@@H]2c2ccco2)[C@@H](c2ccccc2)C1
ZINC000079111906,COc1ccc(OC)c([C@@H](C)NS(=O)(=O)CC2CCCC2)c1
ZINC000018056682,O=C(CCN1C(=O)[C@@H]2CCCC[C@H]2C1=O)NC1CCCCC1
ZINC000062912711,C[C@]1(C(=O)O)CCN(C(=O)c2cccc(S(C)(=O)=O)c2)C1
ZINC000010103892,CCCCCn1c(=O)c2c(nc3n([C@@H](C)CC)c(C)cn23)n(C)c1=O
ZINC000243893199_1,Cc1nc(CCNC(=O)C[C@@H]2C[N@@H+](C)CCN2C)sc1C
ZINC000025317022,NC(=O)[C@H](Sc1nnc(N2CCCC2)n1C1CC1)c1ccccc1
ZINC000072343678,CS(=O)(=O)N1CCC[C@@H](c2ccc(Br)cn2)C1
ZINC000253405301,Cc1ccc(C)n1CCC(=O)Nc1ccc2occc(=O)c2c1
ZINC000095399986,O=C(Cc1ccccc1[N+](=O)[O-])N[C@@H]1CCCC[C@@H]1C(=O)O
ZINC000244872947,N#Cc1cccnc1N[C@@H]1CCN(C(=O)c2ccccn2)C[C@H]1O
ZINC000002257911,O=c1/c(=C/c2ccccc2)sc2n1CN(c1ccccc1)CN=2
ZINC000083843735,CC(=O)c1ccc(NC(=O)N2CCC[C@@H]3C[N@@H+](C)CC[C@H]32)cc1
ZINC000069776986,CCOC(=O)c1cnc2nc(C)ccc2c1N1CCC(CO)CC1
ZINC000005538997,Cc1ccc(F)c(NC(=O)[C@@H]2CC(=O)N(c3ccccc3)C2)c1
ZINC000067675233,COc1cccnc1C(=O)N1CCO[C@@H](c2ccc(Cl)cc2)C1
ZINC000065268010,CCn1cc(Cl)c(C(=O)N2CC[C@H](Nc3cccnc3)C2)n1
ZINC000039394246,COCc1noc(-c2ccc(N(C)Cc3nccs3)nc2)n1
ZINC000095408647,N#Cc1ccc(CN2CCN(c3nc(C4CC4)ns3)CC2=O)cc1
ZINC000000070074,COc1cc([C@H]2N[C@H](C(=O)O)CS2)cc([N+](=O)[O-])c1OC
ZINC000009157584,O=C1C[C@@H](Nc2ccc3c(c2)OCCO3)C(=O)N1Cc1ccccc1
ZINC000040013534,Cc1cccc(OCCCNC(=O)Cc2ccc(F)cc2)c1
ZINC000022120832,COc1ccccc1-c1noc(COc2ccc(C=O)cc2)n1
ZINC000091690590,COCc1ncc(-c2cn([C@@H](C)Cc3ccncc3)nn2)cn1
ZINC000000198907,CC[C@H](C)NC(=O)c1ccccc1C(=O)N[C@@H](C)CC
ZINC000057027328,N#CCCN(CCC#N)C(=O)c1ccc(N2CCCC2)c([N+](=O)[O-])c1
ZINC000217614014,Cc1c[nH]nc1C1CCN(C(=O)CCCn2cncn2)CC1
ZINC000022757044,CC(=O)NCCNC(=O)CCCOc1ccc(C(C)(C)C)cc1
ZINC000215797658,Cc1ccc2ncccc2c1CN(C)Cc1cnccn1
ZINC000003567301,CSc1cccc(NC(=O)COC(=O)c2ccc(F)cc2)c1
ZINC000230111410,CC(C)CNC(=O)C[N@@H+]1C[C@@H]2CCCC[C@]21c1ccccc1
ZINC000078937133,C[C@@H](NC(=O)Nc1ccc2c(c1)CCCC(=O)N2)c1cnn(C)c1
ZINC000252517300_2,C[C@H](CNC(=O)[C@@H]1C[C@H]1[N+](=O)[O-])[N@H+]1CCc2ccccc2C1
ZINC000069514744,Cc1ccc(NC(=O)CN(C)C(=O)c2cc(C)ccc2O)nc1
ZINC000027648032,COCc1ccc(C(=O)Nc2cc(C)ccn2)cc1
ZINC000092503550,CN1C(=O)C[C@@H](NC(=O)c2ccc[nH]2)[C@H]1c1ccc(Cl)cc1
ZINC000075505260,O=c1ccc(-c2noc(/C=C/c3ccc4c(c3)OCO4)n2)c[nH]1
ZINC000002392262,COc1cc(O)c2c(=O)cc(-c3ccccc3O)oc2c1OC
ZINC000072895851,Cc1ccc([C@@H]2C[C@H](C)CCN2CC(=O)N2CCNC2=O)o1
ZINC000426361302_1,CN(CCC(=O)NCc1ccc(C#N)cc1)[C@@H]1CC[N@H+](C)C1
ZINC000020421341,COc1cc([C@@H]2NN=C3[C@H]4CC[N@](CC4)[C@H]32)cc(OC)c1OC
ZINC000097568941,Cc1cc(C)n([C@@H](C)CNC(=O)CCc2cn3ccccc3n2)n1
ZINC000027846806,C[C@H](NC(=O)CCc1c[nH]c2ccccc12)[C@H]1CCCO1
ZINC000095989143,CC(C)N1C(=O)C[C@H](C(=O)NCC#N)[C@@H]1c1ccc(Cl)c(F)c1
ZINC000072405814,Cn1nc(-c2cccs2)cc1C(=O)NCC1CCOCC1
ZINC000040538864,Cc1ccc2ncn(CC(=O)NCc3cccs3)c(=O)c2c1
ZINC000075874044,COC[C@H]1CN(C(=O)c2cccc(OC)c2)CC12CCOCC2
ZINC000065609097,CCNC(=O)NC(=O)[C@H](C)[N@@H+](C)CCCc1ccc(OC)cc1
ZINC000229719343,C[C@H]1C[C@@H](C)C[N@@H+](C[C@H](C)NC(=O)[C@@H](O)C2CCOCC2)C1
ZINC000062118304,CCS(=O)(=O)c1ccccc1C(=O)N1CC[C@@H](C(=O)O)C1
ZINC000257289654,Cc1c[nH]nc1[C@H]1CCCCN1C(=O)c1cc(CC(C)C)no1
ZINC000170683227,CCOc1cc(NC[C@H]2C[N@H+]3CC[N@@]2CC3)ccc1[N+](=O)[O-]
ZINC000067713449,C[N@@H+]1CCC[C@@H](CCNC(=O)c2ccc(-c3ccccc3)[nH]2)C1
ZINC000069628834,CCC(=O)N[C@@H](CCSC)C(=O)N1CC[C@@H](c2ccccc2C)C1
ZINC000092106996,Cc1nc(NC[C@H](O)COc2ccc(Cl)cc2)c(C)c(C)[nH+]1
ZINC000096491284,C[C@@H]([NH2+]CC[C@H]1CCC[N@@H+]1C)c1cccc(N2CCOC2=O)c1
ZINC000017355638,CC1CCN(C(=O)c2cnn(-c3ccccc3)c2)CC1
ZINC000082146443,c1ccc(-c2ncc(-c3nccn3Cc3cncn3C3CC3)cn2)nc1
ZINC000069900358,N#C[C@@]1(NC(=O)CCCN2C(=O)CCc3ccccc32)CCSC1
ZINC000016947684,CS(=O)(=O)c1ccc(-c2ccccc2C#N)cc1
ZINC000015085642,CNC(=O)c1cnc2scc(-c3ccc(F)cc3)n2c1=O
ZINC000299782473,COc1cccc(CCC(=O)N(C)C[C@H]2CC[N@@H+](C)C2(C)C)c1
ZINC000058290700,CCN(C[C@@H](C)C#N)S(=O)(=O)c1ccc(C(=O)OC)cc1Cl
ZINC000020775795,COCCCNC(=O)c1cc(COc2cccc3cccnc23)on1
ZINC000097113713,CCc1nn(C)c(OC)c1CN(C)[C@@H](C)c1cccnc1
ZINC000069696715,COC(=O)c1ccc(C(=O)N2CCc3c(ncn3C3CC3)C2)cc1
ZINC000237656629,Cc1oc(-c2ccco2)nc1CC(=O)N1CCO[C@@H](C(=O)O)C1
ZINC000269171681,O=C(O)[C@@H]1CCN(C(=O)CN2C(=O)CSc3ccccc32)C1
ZINC000278547143,COC(=O)c1ccc(CS(=O)(=O)Nc2noc(C)n2)cc1
ZINC000009418732,O=C(O)CCCCCNC(=O)N1CC(=O)Nc2ccccc21
ZINC000044177734,CNC(=O)c1cccc(NC(=O)N[C@@H](C)c2ccccc2)c1C
ZINC000079220484,CCOc1ccccc1COC(=O)c1cccc(NS(C)(=O)=O)c1
ZINC000217929506,CCOc1ccc(NC(=O)NCC[C@@H](O)C2CCOCC2)cc1
ZINC000328600387,C=CC(=O)N1CCC[C@H](n2ncc(N(C)C(C)C)cc2=O)C1
ZINC000008235091,CCOc1ccccc1NC(=O)[C@H]1CC(=O)N([C@H](C)COC)C1
ZINC000095948480,CC(C)n1nnnc1SC[C@@H](O)c1cccc(Br)c1
ZINC000027316794,CCc1nnsc1C(=O)NC[C@@H](C)c1ccccc1
ZINC000041538150,O=C(NCCc1nccs1)c1ccc(Cl)cc1
ZINC000040512491,Cn1cc(NC(=O)[C@H]2CC(=O)N(c3cccc(Cl)c3)C2)cn1
ZINC000003405731,CCOC(=O)CCCNC(=O)c1ccc(OCC)c(OC)c1
ZINC000299748717,COCCN(CC(=O)O)C(=O)[C@H]1CSc2ccccc2O1
ZINC000012862312_1,COc1ccc(C)cc1C[N@@H+](C)[C@@H](C)C(=O)N1CCNC1=O
ZINC000013153828,Cc1cc(OCCCn2ccnc2)ccc1[N+](=O)[O-]
ZINC000009709583,O=C(Nc1cccc(-c2nnnn2C2CC2)c1)c1ccccc1O
ZINC000218126388,O=C(N[C@H](CO)Cc1ccccc1)c1cc(-c2ccccn2)n[nH]1
ZINC000128860891,OCc1cc(OC(F)F)ccc1Br
ZINC000153967708,CCO[C@H]1C[C@@H](N(C)CC(=O)Nc2sccc2C#N)C12CCC2
ZINC000000468576,CCOC(=O)c1cc2cc(Br)cc(OC)c2oc1=O
ZINC000097085311,COCc1noc([C@H](C)Sc2ncc3ccccn23)n1
ZINC000096021472,C/C=C/C=C\C(=O)N1CCN(S(=O)(=O)c2ccccc2)CC1
ZINC000004624198,O=C(O)c1ccccc1Nc1cn2ncc([N+](=O)[O-])c2c(=O)[nH]1
ZINC000215570502,Cn1c(=O)c(C(=O)NCCSC(F)(F)F)cc2ccccc21
ZINC000054254334,COCCOCC(=O)Nc1ccc(Cl)c(Cl)c1
ZINC000072304095,CN(C)c1cc(CNS(=O)(=O)CCCC#N)c2ccccc2n1
ZINC000040493435,COc1cc(OC)c2[nH]c(C(=O)N3C[C@@H](C)O[C@H](C)C3)cc2c1
ZINC000248119850_1,C[N@H+]1CCN(C(=O)[C@@H]2C[C@H]2c2ccco2)[C@@H](c2ccccc2)C1
ZINC000193959054,C[C@@H]1CCNC(=O)[C@@H]1NC(=O)Nc1cccc(Cl)c1N(C)C
ZINC000237652877,C[C@]1(C(=O)O)CCN(C(=O)c2cc(=O)[nH]c3cc(F)ccc23)C1
ZINC000006668505,COc1cc([C@H]2NC(=O)c3ccccc3O2)c([N+](=O)[O-])cc1OC
ZINC000000118051,Cc1cccc(C)c1OCC(=O)Nc1nccs1
ZINC000004578667,C[C@H]1CC=CC[C@H]1COC(=O)C(=O)OC[C@H]1CC=CC[C@H]1C
ZINC000075110925,C[N@H+]1CCCC[C@@H]1CCN1CCN(C(=O)c2ccoc2)CC1
ZINC000014786070,CC(=O)c1ccc(N2CCN(C(=O)c3cnc(C)cn3)CC2)cc1
ZINC000328587375,COc1cccc(C2(F)CCN(S(=O)(=O)N(C)C)CC2)c1
ZINC000015106175,NC(=O)C[C@H](c1ccccc1)c1cc(F)ccc1O
ZINC000028573263,Cc1cc(C)n(CCCNC(=O)C2CCCCC2)n1
ZINC000042394751,CCc1ccc(C(=O)NC[C@H]([C@H]2CCOC2)N2CCOCC2)o1
ZINC000069434839,COc1ccc2c(c1)OC[C@@H](C(=O)NCc1nc(C)no1)C2
ZINC000016471946,O=C(Cn1cnc2ccccc2c1=O)N[C@@H]1CCc2ccccc21
ZINC000217916731,Cc1ccccc1OCC(=O)NCC[C@@H](O)C1CCOCC1
ZINC000004280048,CCCCCC[NH2+][C@@H](CC(=O)Nc1cccc(O)c1)C(=O)O
ZINC000091769637,CC(C)=CC[N@H+]1C[C@@H]2CC[C@@H]1CN(C(=O)c1ccc[nH]c1=O)C2
ZINC000097049100,CSc1cc(C(=O)OCCc2c(C)n[nH]c2C)ccn1
ZINC000006552030,Cc1cc(C)c(OCC(=O)OCC(=O)NC2(C#N)CCCC2)c(C)c1
ZINC000225490935,COc1ccc2c(c1)CN(C1COC1)CC[C@H]1COC(=O)N21
ZINC000052722825,O=[N+]([O-])c1c(NC[C@H]2COc3ccccc3C2)nc2sccn12
ZINC000170611364,COc1cccc(Cl)c1CNC(=O)c1ccncc1
ZINC000006825575,COC(=O)c1cc(C)sc1NC(=S)N1CCCC1
ZINC000004892090,Cc1cccc(NC(=O)[C@H](C)Oc2ccc(C)nc2[N+](=O)[O-])c1
ZINC000328986145,Clc1ccc2c(c1)CCN(c1ccnc(NC3CC3)n1)C2
ZINC000004155657,O=C1[C@@H]2[C@@H](C(=O)N1c1ccccc1[N+](=O)[O-])[C@H]1C=C[C@@H]2C12CC2
ZINC000225681339,C[C@H]1CC[S@@](=O)CCN1C(=O)Nc1ccc2c(c1)CCO2
ZINC000009317290,COc1ccc([C@H]2NC(=O)NC3=C2C(=O)N(CCC(C)C)C3)cc1
ZINC000005930310,C[C@@H]1CN(C(=O)[C@@H](C)Nc2ccc3c(c2)OCCO3)C[C@@H](C)O1
ZINC000000186630,CCOC(=O)C1=C(C)N(c2ccc(OCC)cc2)C(=O)C1
ZINC000087451333,Cc1ccc(S[C@@H](C)C(=O)NCCc2ncnn2C)cc1
ZINC000078555535,O=C1NCCCC[C@H]1SCc1cc(=O)n2ccsc2n1
ZINC000013331189,C[C@@H]1CCc2sc(C(=O)NC[C@H]3CCCO3)cc2C1
ZINC000021175927,Cc1ccc(-c2ccc(=O)n(CC(=O)OC(C)C)n2)cc1C
ZINC000011691471,O=C(O)c1ccc(S(=O)(=O)NCCc2ccccc2)cc1
ZINC000097112011,Cc1cc([C@H](C)N[C@H](C(N)=O)c2ccccc2)c(C)o1
ZINC000008358898,CN(C)C(=O)CNC(=O)CC(c1ccccc1)c1ccccc1
ZINC000078083946,C[C@@H](Cc1ccco1)NC(=O)[C@H]1CN(Cc2ccccc2)CCO1
ZINC000072340331,Cc1nccn1CCNc1ncc(-c2ccncc2)c(C2CC2)n1
ZINC000091663990,CC(=O)N[C@H]1CN(C(=O)c2ccc(Cl)cc2F)C[C@@H]1C1CC1
ZINC000091518815,COCCC[C@]1(C(=O)O)CCC[N@@H+](CCC(=O)NC2CC2)C1
ZINC000072330278,COc1ccc(Cl)cc1NC(=O)COC(=O)c1ccc(C)nc1
ZINC000187250003,COc1cnccc1[C@H](C)NC(=O)N1CCC[C@@H]1Cn1ccnc1C
ZINC000000063542,O=C(NC(=S)NCCc1ccccc1)c1ccccc1
ZINC000095999370,C[N@@H+](CCc1ccncc1)C[C@H]1CCCN(S(C)(=O)=O)C1
ZINC000048016423,CN(C)c1cc(C(=O)NC[C@@H](c2ccco2)[NH+](C)C)ccn1
ZINC000058278191,CNC(=O)[C@H]1CCCN1C(=O)c1cc(Cl)ccc1Cl
ZINC000021005010,Cc1oc2ncn(C)c(=O)c2c1C(=O)NCCc1ccccc1
ZINC000216911983,Cc1cc(CN2CC(O)C2)c(C)c(C[N@@H+]2CCCC[C@H]2C)c1
ZINC000078949587,O=C(C[C@@H]1C=CS(=O)(=O)C1)Nc1cc(-c2ccccc2)ns1
ZINC000048057418,C[N@H+](CCCOc1ccccc1)CC(=O)N1CCc2ccccc21
ZINC000071882152,Cc1cnn([C@@H](C)[C@H](C)[NH2+]Cc2cnc(-c3ccccc3)nc2)c1
ZINC000089986442,CCO[C@H]1C[C@@H](O)C12CCN(C(=O)c1ccc(C)nc1)CC2
ZINC000072154687,CCc1nc(N(C)Cc2cnn(C(C)C)c2)c2cnn(C)c2n1
ZINC000000084553,COc1ccc(/C=N/N(C)C2=NS(=O)(=O)c3ccccc32)cc1
ZINC000005882891,C[C@@H]1NC(=O)C[C@H](c2ccccc2)N(N=O)[C@@H]1c1ccccc1
ZINC000000113713,CCOC(=O)/C(Br)=C/c1ccccc1
ZINC000058416544,C[C@H](O)CN(CC(=O)N1CCc2ccccc21)c1ccccc1
ZINC000238066559,O=C1Nc2ccccc2C[C@@H]1CCC(=O)N1CCC[C@@H]1C(=O)O
ZINC000040477565,CCc1nn2c(=O)cc(C[N@@H+](C)C3CCCCCC3)nc2s1
ZINC000056907325,c1ccc(-n2ncc3c(NCc4cccnc4)nnnc32)cc1
ZINC000097083599,COc1cccc(C[S@](=O)Cc2nc(C)c(C)o2)c1
ZINC000069895416,CS(=O)(=O)NCCC(=O)N1Cc2ccccc2-c2ccccc2C1
ZINC000253425301,C[C@H](c1cnccn1)[N@H+]1C[C@@H]2CCC[C@@]2(C(=O)OC(C)(C)C)C1
ZINC000007787150,COCCN1CC2=C(C1=O)[C@@H](c1cccc(C)c1)NC(=O)N2
ZINC000091932446,Cc1cc(C(=O)N(C)Cc2noc3c2CCCC3)c(=O)[nH]c1C
ZINC000058167085,O=C(N[C@H]1CC[N@H+](C2CC2)C1)C1(c2cccc(Cl)c2)CC1
ZINC000246196315,Cc1ccc(CN2CCN(c3nccnc3C#N)C[C@H]2C)s1
ZINC000157085781,O=C(N[C@H]1CCO[C@H](C2CC2)C1)c1cc([N+](=O)[O-])ccc1O
ZINC000006701799,CCOC(=O)[C@@H]1CCC[N@@H+](CCCOc2ccccc2F)C1
ZINC000072307317,Cc1ccc([C@H]2OCCC[C@@H]2Nc2nn3c(=O)ccnc3s2)cc1
ZINC000097233481,CC(C)(C)C[C@@H](CO)NC(=O)Cc1ccc(O)cc1Cl
ZINC000328593550,CCC(CC)n1ncc(C(=O)NC[C@H](CO)Cc2cnn(C)c2)c1C
ZINC000013153570,COc1cc(C)ccc1OCCCC[N@@H+]1C[C@H](C)O[C@H](C)C1
ZINC000023076440,CCOc1ccc(NC(=O)[C@@H](C)Oc2ccccc2)cc1OC
ZINC000004324953,COc1ccc(SCC(=O)NCc2ccc3c(c2)OCO3)cc1
ZINC000000208987,COc1cc2c(cc1[N+](=O)[O-])n(C(C)C)c(=O)n2C(C)C
ZINC000012905368,CCc1cccc(C)c1NC(=O)[C@H](C)n1cccn1
ZINC000225729945,CN(C(=O)CN1CCC[C@]2(CCCCO2)[C@H]1C#N)c1nccs1
ZINC000408913157,C=CCOc1ccc(/C=C2\C(=O)NC(=S)N(C)C2=O)cc1
ZINC000004948034,COc1ccc(Br)cc1C[N@@H+]1CCC[C@H](CO)C1
ZINC000092421938,CC(C)(C)[C@@H](C#N)NC(=O)c1cnn2cc(Br)cnc12
ZINC000065254943,COc1cc(NC(=O)c2cc(C)n3nccc3n2)cc(OC)c1
ZINC000084697786,C[C@H]1CCN(C(=O)C2CCN(C(N)=O)CC2)[C@H]2CCCC[C@H]12
ZINC000257331610,Cc1cc([C@H]2CN(C(=O)c3ccc4c(c3)CCC4)CCO2)ccn1
ZINC000072402093,COCCn1cc(C(=O)Nc2nc(C)cs2)c2ccccc2c1=O
ZINC000005922877,CC[C@@H](CCCC(=O)O)COC(=O)c1ccccc1C(=O)O
ZINC000032093310,CCc1nnc2ccc(NC3CCCCCC3)nn12
ZINC000056034480,O=C(c1ccc(N2CCOCC2)nc1)N1CCC[C@@H]1C1CCCC1
ZINC000072133630,O=C(O)C[C@@H]1COCCN1Cc1cccc2c1OC(F)(F)O2
ZINC000013331971,CC[C@@H](Oc1ccc(Cl)c(C)c1)C(=O)N1CCOCC1
ZINC000000030102,CC(=O)Oc1ccccc1C(=O)n1cnc2ccccc21
ZINC000092027929,Cc1cccn2cc(CN3C[C@@H]4CC[C@H](C3)[N@@H+](CC3CC3)C4)nc12
ZINC000072463700,C[NH+](C)C[C@@]1(O)CC[N@H+](CC(c2ccccc2)c2ccccc2)C1
ZINC000000792161,CC(C)(C)C(=O)Nc1ccccc1N1CCOCC1
ZINC000013326678,CC(C)(C)CC(=O)Nc1ccc(N2CCOCC2)c2nonc12
ZINC000058427531,Cc1cccc(NC(=O)[C@@H]2CCC[N@@H+](CCc3ccccn3)C2)n1
ZINC000091726035,CCSc1ncc(CN2CC[C@@](O)(COC)C(C)(C)C2)cn1
ZINC000009053140,O=C(Nc1cccc(F)c1)C1CCN(c2ncccn2)CC1
ZINC000045745821,O=C(CCc1c[nH]c2ccccc12)N1CC[N@H+]2CCCC[C@@H]2C1
ZINC000225636009,CSc1nnc(NC(=O)c2ccc3c(c2)CCCC3)s1
ZINC000096339202,CC[NH+]1CCN(C2=NCCN2C(=O)c2ccc(OC)cc2)CC1
ZINC000001420816,COC(=O)CCC1CCN(C(=O)OC(C)(C)C)CC1
ZINC000000214698,CCN(CC)C(=O)[C@H]1CCC[N@H+](Cc2cc(F)ccc2F)C1
ZINC000020997190,OCCc1cn(C[C@@H]2CCC[N@H+](C3CCSCC3)C2)nn1
ZINC000218669467,COCC[C@H]1CCCCN1C(=O)c1ccc(OC)nc1OC
ZINC000097083653,Cc1csc(C[S@](=O)Cc2nc(C)c(C)o2)n1
ZINC000019309281,Cc1cc(O)c(C(=O)/C=C/c2ccc3c(c2)OCO3)c(=O)o1
ZINC000521397118,CC(=O)N1CC[C@@](O)(Cn2nnc3ccccc32)C(C)(C)C1
ZINC000084796877,CC(=O)Nc1cccc(C[N@H+]2CC[C@@H](Oc3ccccn3)C2)c1
ZINC000065340126,O=C(NC1CC1)c1cccc(-c2ccc(O)cc2)c1
ZINC000216173398,CN(Cc1cnc(N2CCCCC2)nc1)Cc1cc(C2CC2)n[nH]1
ZINC000045434856,CCCCN(C(=O)c1cc2c([nH]c1=O)CCCC2=O)C1CC1
ZINC000046196599,COC(=O)C1(NC(=O)CCc2ccc(F)c(F)c2)CCCC1
ZINC000058196159,CCOc1ccccc1C(=O)NC[C@H]1CCC[N@H+](C(C)C)C1
ZINC000012908259,C[C@@H]1C(=O)N(C[N@H+]2CC[C@H](C)CC2)C(=O)N1c1ccc(F)cc1
ZINC000007937983,C[C@@H](OC(=O)C[C@H]1C=CCC1)C(=O)Nc1ccc(C(N)=O)cc1
ZINC000218829660,COCCn1cncc1CNc1cc([C@H]2C[C@@H](O)C2)nc(C)n1
ZINC000004264031,C[NH+](C)[C@H](CC(=O)Nc1cccc(Cl)c1Cl)C(=O)O
ZINC000253537396,O=C(NCCc1[nH]nc2c1CCCC2)c1cc2c([nH]c1=O)CCCC2
ZINC000067673233,O=C(NC[C@H]1CCC[N@H+](Cc2cccc(O)c2)C1)C1CCC1
ZINC000005278584,C[C@@H](OC(=O)c1ccccc1NCCO)C(=O)NC1CCCC1
ZINC000044975724,Cc1cc([C@@H]2CCCN2Cc2nnsc2Cl)on1
ZINC000012947550,Cc1ccccc1NC(=O)[C@@H](C)N1CCN(c2nccs2)CC1
ZINC000003843493,O=C(O)c1cccc(Nc2cc(C(=O)O)ccc2C(=O)O)c1
ZINC000022027878,C[NH+]1CCN(Cc2ccc(C(=O)c3ccccc3C#N)cc2)CC1
ZINC000253396379,C[C@](O)(C[N@@H+]1CCCN(c2cccnn2)CC1)C(F)(F)F
ZINC000038538085,FC(F)(F)c1cc(Br)c2ncnn2c1
ZINC000170071221,CCC(=O)N1CC[C@@H]([NH2+]C2c3ccccc3-c3ccccc32)C1
ZINC000043211059,CCOC(=O)CCCC(=O)c1cccc(CN2CCOCC2)c1
ZINC000069951379,COCC[NH+]1CCN(Cc2ccn(-c3ccccc3)n2)CC1
ZINC000038670983,Cn1c(-c2nc(C(=O)NCCO)cs2)cc2ccccc21
ZINC000069813126,N#C[C@@H](NC(=O)Cn1cncn1)c1ccc(OCc2ccccc2)cc1
ZINC000001027226,COC(=O)c1scc(C)c1NC(=O)c1ccco1
ZINC000002969804_1,C#CCOc1ccc(Cl)cc1C=C1C(=O)NC(=O)NC1=O
ZINC000071888245,CN(C(=O)c1ccco1)c1ccccc1C(=O)Nc1nncs1
ZINC000020540162,CC(C)C[N@H+]1CCN(Cc2ccc(Cl)cc2)C[C@@H]1CCO
ZINC000080330445,COC(=O)[C@H](C)NC(=O)c1cc(-c2ccccc2Cl)nn1C
ZINC000294980298,Cc1cc(C[N@H+]2CCC[C@H](c3nnc4n3CCC4)C2)cs1
ZINC000065407016,Cc1cccnc1C[C@@H](C)[N@@H+](C)CCC(=O)Nc1cccnc1
ZINC000005195345,O=C(N[C@H]1CC(=O)N(c2ccc(Cl)cc2)C1)N1CCCC1
ZINC000003448664,COc1cc(N)c(Cl)cc1C(=O)OCC(=O)Nc1cc(C)on1
ZINC000081314948,O=C(c1cnccn1)N1CCN(C(=O)C2[C@@H]3CCCC[C@@H]23)CC1
ZINC000004554969,CCCCN1C(=O)[C@@](O)(CC(=O)c2c(C)n[nH]c2C)c2ccccc21
ZINC000045985604,C[C@H](NC(=O)[C@@H](C)n1cccn1)c1ccc2c(c1)CCC(=O)N2
ZINC000091769778,CCC[C@H]1C[N@@H+](CC2CCC2)C[C@@H]1NC(=O)Cn1ccnc1
ZINC000029088412,O=C(Nc1nnc(C2CCCCC2)s1)c1ccc(=O)[nH]n1
