IDs,smiles,clusters
ZINC000361796568,Cc1[nH+]ccn1CCCNC(=O)N2CCc3c([nH]c4ccccc34)C2,29
ZINC000067713291_1,CN(CCc1nc2ccc(F)cc2[nH]1)C(=O)CC[C@H]3CCCC[N@@H+]3C,29
ZINC000095520354,CN(CCCc1nccn1C)C(=O)[C@@H]2CCC[N@@H+](Cc3ccco3)C2,29
ZINC000071893286,Cc1[nH+]ccn1CCCNC(=O)[C@@H]2CCCCN2Cc3cccnc3,29
ZINC000096223807,CN1CC[C@@]2(CCC[N@@H+](Cc3cccn3C)C2)C1=O,29
ZINC000016334950,CC(=O)N1CCN(CC(=O)NCc2cccs2)CC1,30
ZINC000069925323,Cc1ccc(CNC(=O)[C@H]2CSCN2C(=O)C3CCCC3)cn1,30
ZINC000244602100,Cc1csc(CCCNC(=O)CC[C@H](C)[NH+]2CCOCC2)n1,30
ZINC000097553214,Cc1nc(C(=O)NCC[C@H]2CCC[N@@H+]2C)c(C)s1,30
ZINC000046862139,C[C@H]1CCC[N@H+](CCNC(=O)Cc2cccs2)C1,30
ZINC000025941670_1,C[C@@H](CNC(=O)c1cc2c(s1)CCC2)[N@H+]3CCc4ccccc4C3,30
ZINC000044967460,Cc1csc(CNC(=O)NCC[N@H+]2CCCC[C@@H]2C)n1,30
ZINC000056808808,Cc1ccsc1C(=O)N[C@H]2CC[N@H+](CC(=O)N3CCCC3)CC2,30
ZINC000096055641,Cc1nc(CN2C(=O)C[C@@H]3[C@@H]2CC[N@@H+]3Cc4ccncc4)cs1,30
ZINC000065406108,Cc1ncc(C(=O)NCC[N@H+]2CCCC[C@@H]2C)s1,30
ZINC000000392349,Nc1ncncc1-c2ccccc2Cl,31
ZINC000019920588,Fc1cccc(NCc2cccnc2)c1,31
ZINC000000169620,N#C[C@H](c1ccccc1)c2cccc(Cl)n2,31
ZINC000006545985,Cc1cc(Nc2ccccc2)[nH]c(=S)n1,31
ZINC000089202955,c1ccc2[nH]c(-c3ccnc4[nH]cnc34)cc2c1,31
ZINC000002455290,Cc1nc2c(ccc3nc(N)sc32)s1,31
ZINC000003440231,C[C@H](C#N)Sc1ncnc2ccccc12,31
ZINC000019046102,Brc1cnc2[nH]cc(Br)c2c1,31
ZINC000014983462,Brc1ccc2c(Br)[nH]nc2c1,31
ZINC000011907751,Cc1cc(Nc2cccc(C)c2C)nc(C)n1,31
ZINC000001972419,COc1ccccc1NC(=O)COC(=O)c2ccc(F)cc2,32
ZINC000001961833,Cc1ccccc1NC(=O)COC(=O)c2ccccc2C,32
ZINC000014738366,Cc1ccccc1NC(=O)COc2cccc(F)c2,32
ZINC000048610166,Cc1cc(OCC(=O)N[C@H](C)C(C)C)cc(C)c1Cl,32
ZINC000003487324,Cc1ccccc1C(=O)OCC(=O)Nc2ccc(F)cc2F,32
ZINC000006786856,COc1cccc(CNC(=O)COc2ccccc2F)c1,32
ZINC000008082384,COc1ccc(C)cc1NC(=O)CNC(=O)c2ccccc2F,32
ZINC000003397118,Cc1ccc(Cl)cc1NC(=O)COC(=O)c2cccnc2Cl,32
ZINC000001960527,COc1ccccc1NC(=O)COC(=O)c2ccc(C)cc2,32
ZINC000000575875,CC(=O)Nc1ccc(OCC(=O)Nc2ccccc2C)cc1,32
ZINC000035112519,C[C@H](O)C[NH2+][C@H]1CCCC[C@@H]1C(C)(C)C,33
ZINC000037214681,CCOCCC[NH2+][C@@H](C)C1CCCCC1,33
ZINC000037485779,CCCC[N@@H+](C)C[C@@H](O)c1ccccc1,33
ZINC000002499019,C[C@H](CCc1ccccc1)[NH2+]C[C@@H]2CCCO2,33
ZINC000000157266,O[C@H](C[NH2+]C1CCCCC1)c2ccccc2,33
ZINC000096033494,C[C@@H]1OCC[C@@H]1[NH2+]Cc2ccc(Cl)cc2,33
ZINC000037693956,CC(C)C[N@@H+](C)C[C@@H](O)c1ccccc1,33
ZINC000001684761,CCCCC[NH+](CCCCC)CC(=O)OCC,33
ZINC000087358719,C[C@@H](CCCO)[NH2+]Cc1ccccc1Cl,33
ZINC000044655517,COCCCC[NH2+][C@H](C)c1cccs1,33
ZINC000012380153,CC(=O)c1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1,34
ZINC000044585771,CC(=O)Nc1cccc(OCc2cccnc2)c1,34
ZINC000007738492,COc1ccccc1NC(=O)c2ccc3[nH]cnc3c2,34
ZINC000223268250,COc1ccc([C@@H](NC(=O)c2cccnc2C)[C@H]3C[C@@H](O)C3)cn1,34
ZINC000000364452,COc1ccc(OC)c(NC(=O)c2ccccn2)c1,34
ZINC000006088454,COC(=O)c1c-2c3c(cccc3[nH]c1=O)C(=O)c4ccccc42,34
ZINC000017168521,COc1cc(C(=O)NCc2ccncc2)ccc1C,34
ZINC000408980710,COc1ccc(Nc2ncc(C)c(=O)[nH]2)cc1,34
ZINC000189428143,COc1cc(NC(=O)c2ccncc2)ccc1F,34
ZINC000044119491,COc1ccccc1-c2cc(N)nc(C)n2,34
ZINC000047339712,O=C(CCc1ccccc1F)NC[C@@H]2CCCO2,35
ZINC000237615357,C[C@H](NC(=O)CCc1ccc(C(=O)O)cc1)[C@H]2CCCO2,35
ZINC000013092193,Cc1ccc(C(=O)NCc2ccc(C(=O)O)cc2)o1,35
ZINC000075155601,O=C(Cc1cccs1)NC[C@@H](O)C2CCCCC2,35
ZINC000000474480,C[C@@H](NC(=O)[C@@H]1CCCO1)c2ccccc2,35
ZINC000014396827,Cc1ccc(OCCCC(=O)NC[C@H]2CCCO2)cc1,35
ZINC000040515544,Cc1ccc([C@@H](O)CNC(=O)c2ccc(C)o2)cc1,35
ZINC000013608599,Cc1ccc(CCC(=O)NC[C@@H]2CCCO2)cc1,35
ZINC000033019415,Cc1cccc(C(=O)NCC(=O)NC[C@@H]2CCCO2)c1,35
ZINC000003620057,Cc1ccc(C(=O)OCC(=O)NCCc2ccccc2)s1,35
ZINC000035311413,O=C(NC1CCN(C(=O)C[NH+]2CCCCC2)CC1)c3ccccc3F,36
ZINC000058419682,O=C(CCc1cc(F)ccc1F)N2CCC[C@H]2C[NH+]3CCCC3,36
ZINC000004680959,CN1CCN(C(=O)[C@H]2CC[N@H+](Cc3ccccc3F)CC2)CC1,36
ZINC000097084225,CC(=O)N1CC[NH+]([C@H](C)CCc2cccc(F)c2)CC1,36
ZINC000157898350,C[C@@H](CCc1ccccc1F)C(=O)N2CCC[C@H]([NH3+])C2,36
ZINC000069570835,C[N@H+]1CCCC[C@@H]1CN2CCN(C(=O)Nc3cccc(F)c3)CC2,36
ZINC000023545894,C[C@@H](NC(=O)C1CCN(C(=O)C2CC2)CC1)c3ccc(F)cc3F,36
ZINC000006528752,NC(=O)C1CCN(C(=O)Nc2ccccc2F)CC1,36
ZINC000068973363,C[C@H](C(=O)N1CCCC1)[N@@H+]2CCCN(Cc3ccccc3F)CC2,36
ZINC000016580637,O=C(NCC[NH+]1CCCCC1)c2c(F)c(F)c(F)c(F)c2F,36
ZINC000071754957,COCCCNC(=O)Cc1ccc(Cl)cc1F,37
ZINC000097136697,O=C(Cc1ccccc1F)NC[C@@H](O)Cc2ccc(F)cc2F,37
ZINC000000040300,O=C(O)CCCC(=O)Nc1cc(F)c(F)cc1F,37
ZINC000022594987,O=C(CCNC(=O)c1ccc(F)cc1F)NC2CCCC2,37
ZINC000032745059,O=C(NCCc1cccc(F)c1)C2CCCC2,37
ZINC000028210737,CC[C@@H](C)NC(=O)c1cc(F)ccc1F,37
ZINC000046483182,CNC(=O)COC(=O)CCc1cccc(Cl)c1Cl,37
ZINC000299753333,Cc1ccc(CNC(=O)[C@H]2C[C@@H]2C(=O)O)cc1F,37
ZINC000219623174,O=C(NCCCc1ccccc1F)[C@H]2CCC[C@@H](O)C2,37
ZINC000005630759,O=C(NCc1ccccc1F)c2ccc(F)cc2,37
ZINC000096186403,O=C1CC[C@H]2[C@H](CC[N@H+]2[C@H]3CCOC3)N1Cc4ccncc4,38
ZINC000096248708,O=C(NCc1cccnc1)N2C[C@@H]3OCC[N@@H+](CC4CCCC4)[C@@H]3C2,38
ZINC000038832718,O=C([C@@H]1CCC[N@H+](Cc2ccccc2)C1)N3CCOCC3,38
ZINC000048479956,Cc1cccc2nc(C(=O)N3CCC(C[NH+]4CCOCC4)CC3)cn12,38
ZINC000096041258,O=C([C@H]1C[C@H]2OCC[C@H]2[N@@H+](CCc3ccccc3)C1)N4CCCCO4,38
ZINC000096228397,O=C(Cc1ccccc1)N2CCC[C@@]3(C[C@H](C[NH+]4CCCC4)CO3)C2,38
ZINC000025355848,O=C(CN1CC[NH+](CCc2ccccc2)CC1)NC[C@H]3CCCO3,38
ZINC000022241679,O=C(NCc1ccco1)[C@H]2CC[N@H+](Cc3ccccn3)CC2,38
ZINC000096054391,O=C(c1cccs1)N2C[C@@H]3OCCN(CC[NH+]4CCCC4)[C@@H]3C2,38
ZINC000096246131,O=C(c1cccnc1)N2C[C@H]3C[N@H+](C[C@@H]4CCCO4)CC[C@H]3C2,38
ZINC000000467067,COc1ccc(OCc2nc(-c3ccccc3)no2)cc1,39
ZINC000053643232,Cc1cccc(OCCCNC(=O)c2cc(C)on2)c1,39
ZINC000004843340,Cc1cccc(C(=O)NCc2nc(-c3ccccc3)no2)c1,39
ZINC000084025567,COc1ccc(C(=O)Nc2c(C)noc2C)cc1,39
ZINC000004920705,Cc1ccc(-c2noc(CCC(=O)NC3CCCCC3)n2)cc1,39
ZINC000097047504,C[C@H](NC(=O)c1cccc(Cl)c1F)c2ncon2,39
ZINC000003564242,CC(=O)c1ccccc1NC(=O)COC(=O)c2c(C)noc2C,39
ZINC000033145117,C[C@H](NC(=O)[C@@H]1CC(c2ccccc2)=NO1)c3ccccc3,39
ZINC000004867472,Cc1ccc(-c2noc(CNC(=O)c3ccccc3F)n2)cc1,39
ZINC000058329721,Cc1cccc(C(=O)N[C@H](c2ccccc2)c3nc(C)no3)c1,39
ZINC000000073901,C[C@H](CC(=O)NC1CCCC1)c2ccccc2,40
ZINC000003089785,O=C(O)CCCCCNC(=O)CCc1ccccc1,40
ZINC000000030067,CC(=O)Nc1ccc(C(=O)NC2CCCCC2)cc1,40
ZINC000021224001,Cc1cccc(C(=O)NCCC(=O)N[C@H]2CCCC[C@H]2C)c1,40
ZINC000170568829,C[C@H](NC(=O)CCCC(=O)c1ccccc1)C(=O)O,40
ZINC000408707837,C[C@@H](CNC(=O)C(=O)NCCCCCO)c1ccccc1,40
ZINC000001452385,Cc1ccc(C(=O)NCC(=O)NC2CCCCC2)cc1,40
ZINC000012136954,O=C(CCC(=O)OCCCc1ccccc1)NC2CCCCC2,40
ZINC000037561226,Cc1ccccc1C(=O)N[C@H]2CC[C@@H](C(=O)O)CC2,40
ZINC000006699261,Cc1ccc(CC(=O)NCC2CCCCC2)cc1,40
ZINC000013647040,Cc1ccc(CCCNS(=O)(=O)c2ccc3c(c2)OCCO3)cc1,41
ZINC000000364075,Cc1ccccc1S(=O)(=O)NC2CCCCC2,41
ZINC000225435390,O=S(=O)(Cc1ccccc1F)NCCSC2CCCC2,41
ZINC000000078012,Cc1ccc(S(=O)(=O)NCC(=O)O)cc1,41
ZINC000217595605,CCC[C@H](C)Nc1ccc(S(=O)(=O)NCCCO)cc1C(=O)O,41
ZINC000013938890,CCCC[C@@H](CC)CNS(=O)(=O)Cc1ccccc1,41
ZINC000004218890,CC(=O)c1ccc(S(=O)(=O)NC[C@@H]2CCCO2)cc1,41
ZINC000002093591,CCOc1ccc(S(=O)(=O)NCCOC)cc1,41
ZINC000000464114,NS(=O)(=O)c1ccc(CCNC(=O)CCC2CCCCC2)cc1,41
ZINC000006490410,COc1ccc(OC)c(/C=C\2/NC(=S)N(C)C2=O)c1,42
ZINC000012625265,CCN1C(=O)/C(=C\C=C\c2ccccc2)/SC1=S,42
ZINC000408930349,C/N=C\1/S/C(=C/c2c(C)cc(C)cc2C)/C(=O)N1C,42
ZINC000001452319,COc1ccccc1/C=C/2\SC(=O)NC2=O,42
ZINC000001449249,C=CCN1C(=O)/C(=C\c2ccc(OC)cc2OC)/SC1=S,42
ZINC000004691374,Cc1ccc(/C=C\2/SC(=O)N(CC(=O)O)C2=O)cc1,42
ZINC000005157846,COc1cccc(N2C(=O)/C(=C/c3cccn3C)/SC2=S)c1,42
ZINC000001711081,Cc1ccc(/C=N/N2C(=O)CSC2=S)cc1,42
ZINC000001088586,O=C\1NC(=S)S/C1=C\c2ccccc2,42
ZINC000001199652,O=C1S[C@H](Nc2ccccc2)C(=O)N1c3ccccc3,42
ZINC000041122276,Cc1noc([C@@H]2CCCN(C(=O)Cc3ccc(Cl)cc3)C2)n1,43
ZINC000244691008,Cc1nc(CCN(C)C(=O)CC[C@@H](C)N2CCOCC2)no1,43
ZINC000230198271,Cc1ccccc1-c2noc(CN3CCO[C@H]4CCCC[C@@H]43)n2,43
ZINC000072363897,Cc1nc(C2CCN(C(=O)c3cccnc3)CC2)no1,43
ZINC000091780553,COc1ccccc1CN2C[C@H](c3nc(C)no3)CCC2=O,43
ZINC000237705630,Cc1ccccc1-c2nc(CN3CCC[C@@H]3C(=O)O)no2,43
ZINC000257342866,Cc1noc(C)c1-c2cnc(C[C@@H]3CCN(C(=O)C(C)C)C3)cn2,43
ZINC000072385279,Cc1nc([C@@H]2CCCN2C(=O)c3cnccn3)no1,43
ZINC000040468624,Cc1cc(CN2CCN(C(=O)[C@H]3CCCO3)CC2)on1,43
ZINC000069464180,Cc1noc([C@H](C)N2CCN(CCc3ccccn3)CC2)n1,43
ZINC000020247484,COc1ccc(NC(=O)Cn2cc([N+](=O)[O-])cn2)c(OC)c1,44
ZINC000003899175,O=C1c2ccc([N+](=O)[O-])cc2C(=O)N1c3ccc([N+](=O)[O-])cc3,44
ZINC000033028556,Cc1c(NC(=O)c2ccc(=O)[nH]n2)cccc1[N+](=O)[O-],44
ZINC000000472010,C[C@@H](C(=O)Nc1ccc2c(c1)OCO2)c3ccc([N+](=O)[O-])cc3,44
ZINC000004603600,COc1ccc(C(=O)Nc2nc(C)cs2)cc1[N+](=O)[O-],44
ZINC000409191967,COc1ccc(/C=C\2/NC(=O)N(C)C2=O)cc1[N+](=O)[O-],44
ZINC000092262038,COc1cc([N+](=O)[O-])ccc1OCc2ncn(-c3ccccc3)n2,44
ZINC000224062206,Cc1c(NC(=O)c2cnco2)cccc1[N+](=O)[O-],44
ZINC000004841351,COc1ccc(NC(=O)c2cccnc2)cc1[N+](=O)[O-],44
ZINC000007719390,Cc1ccc(NC(=O)Cn2c(=O)cnc3ccccc32)c([N+](=O)[O-])c1,44
ZINC000084102146,COCC1CCN(C(=O)Cn2nc(C)cc2C)CC1,45
ZINC000036868975,Cc1cc(C)n(CC(=O)N2CCC(C(=O)O)CC2)n1,45
ZINC000096197751,CCOC[C@@H]1c2c(cnn2C)CCN1C(=O)CCc3ccccc3C,45
ZINC000022225477,Cc1nn(CCC(=O)N2CCN(C)CC2)c(C)c1Cl,45
ZINC000132182280,CCOC(=O)c1cnn(C)c1CN2CCCC[C@H]2C,45
ZINC000028219011,CCn1nccc1CN(C)C(=O)CCc2ccccc2,45
ZINC000257227216,CNC(=O)[C@@H]1CN(C(=O)Cn2nc(C)cc2C)CCN1C,45
ZINC000048273064,COc1ccc(OC)c(CN2CCN(C(=O)Cn3cccn3)CC2)c1,45
ZINC000220720279,Cc1nn(CCC(=O)N2CCN(C)C(=O)[C@H]2C)c(C)c1C,45
ZINC000244678978,Cc1cc(C)n(CCC(=O)N(Cc2ccncc2)C[C@@H]3CCCO3)n1,45
ZINC000096061724_1,Cn1cc(C[C@H]2[C@H](N3CCOCC3)CC[N@H+]2Cc4nccs4)cn1,46
ZINC000306141061,Cc1noc(C)c1CN2C[C@@H]3[C@H](C[NH+]4CCCC4)CO[C@H]3C2,46
ZINC000051538448,C[C@@H](c1ccccc1Cl)N2CC[NH+](C[C@@H](O)Cn3cccn3)CC2,46
ZINC000426662420,OCCn1ccc([C@@H]2CCC[N@H+](Cc3cc4ccccc4[nH]3)C2)n1,46
ZINC000107202097,CN(Cc1ccco1)C[C@@H]2OC[C@H]3C[N@H+](Cc4cnn(C)c4)CC[C@H]32,46
ZINC000299788087,c1coc(CCC[N@H+]2CC[C@@H]3OCc4cnnn4[C@H]3C2)c1,46
ZINC000095376683,COCC[N@@H+]1CCC[C@H](c2nnc(C[n+]3cc[nH]c3C)n2C)C1,46
ZINC000072470120,COCC[N@@H+]1CCC[C@H](CN(C)c2cc(C)nc3cc(C)nn23)C1,46
ZINC000214953596,COc1ccccc1[C@H]2CCC[N@H+]2Cc3cn(CCO)nc3C,46
ZINC000091604734,Cc1cnn(CCC[N@@H+]2C[C@@H](C(=O)O)[C@@H](c3ccccc3C)C2)c1,46
ZINC000009315261,Cc1ccc(C(=O)Nc2cccc(C(N)=O)c2)cc1,47
ZINC000002895947,Cc1ccccc1NC(=O)c2ccco2,47
ZINC000016031040,CC(=O)N[C@@H](C(=O)Nc1cccc(C)c1C)C(C)C,47
ZINC000000617907,COC(=O)c1cccc(NC(=O)c2ccccc2C)c1,47
ZINC000004702086,Cc1ccc(C(=O)NC(C(C)C)C(C)C)cc1,47
ZINC000000406166,Cc1ccccc1C(=O)NC(=S)Nc2ccccc2,47
ZINC000010029834,CC(=O)Nc1cccc(C(=O)Nc2ccccc2F)c1,47
ZINC000000398569,CC(=O)Nc1ccc(NC(=O)Nc2ccccc2F)cc1,47
ZINC000006743403,Cc1cccc(C(=O)Nc2cccc(C(=O)O)c2C)c1,47
ZINC000000295704,CC(=O)N[C@@H](C)c1ccc(Cl)c(Cl)c1,47
ZINC000071763725,Cc1cccc(=O)n1CCC(=O)NC[C@@H]2Cc3ccccc3C[N@@H+]2C,48
ZINC000075118349,Cc1ccc(C(=O)N2CC[NH+](Cc3ccccc3C)CC2)c(=O)[nH]1,48
ZINC000055090030,Cc1cc2ccccc2n1CCC(=O)NCCCN3CCNC(=O)C3,48
ZINC000253536807,CC(=O)N[C@@H]1CCCN(CCn2c(=O)cc(C)[nH]c2=O)C1,48
ZINC000153787509,C[C@@H]1CN(C(=O)CCn2cnc3ccccc3c2=O)C[C@@H](C)N1,48
ZINC000253536661,Cc1cc(=O)n(CC[N@H+]2C[C@H]3[C@H]4CC[C@H](C4)[C@H]3C2)c(=O)[nH]1,48
ZINC000000527049,C[C@@H]1CCCN(Cc2nc3c(=O)n(C)c(=O)n(C)c3[nH]2)C1,48
ZINC000024614901,O=C(CCCn1cnc2ccccc2c1=O)NCc3ccccn3,48
ZINC000012528033,CCCCN(CC)C(=O)CCn1c(=S)[nH]c2ccccc2c1=O,48
ZINC000021658487,Cc1nc2c(c(=O)[nH]1)CC[N@H+](Cc3ccccc3)C2,48
ZINC000016758140,c1nc(NCc2ccc3c(c2)OCCO3)c4nc[nH]c4n1,49
ZINC000329065359,CNc1nc(NCCc2ccccn2)cc(-c3cccnc3)n1,49
ZINC000328974865,OCCNc1nc(NCc2ccccc2)cc(-c3ccncc3)n1,49
ZINC000040863189,COc1cccc(CNc2ccncn2)c1,49
ZINC000071922317,OC[C@@H](Cc1c[nH]c2ccccc12)Nc3ncnc4ccccc34,49
ZINC000066796324,O[C@H]1CC[C@H](Nc2nc(-c3ccncc3)nc4c2CCC4)CC1,49
ZINC000001840706,Cc1ccc(-c2csc3ncnc(NCCO)c23)cc1,49
ZINC000037756751,Cc1cc(NCc2cccc(C(=O)O)c2)nc(C)n1,49
ZINC000000536861,Cc1nc(NC[C@@H]2CCCO2)c3oc4ccccc4c3n1,49
ZINC000095073207,O=S(=O)(C[C@H]1CCC[NH2+]C1)c2cnccn2,50
ZINC000252548847,C[C@H]1C[N@H+](C[C@H]2CCN(S(C)(=O)=O)C2)CCO1,50
ZINC000085795842,C[N@@H+](CCc1ccccc1F)C[C@@H]2CCCN(S(C)(=O)=O)C2,50
ZINC000085796230,C[N@@H+](CCn1cccn1)C[C@H]2CCCN(S(C)(=O)=O)C2,50
ZINC000036103535,CS(=O)(=O)N1CCC(C[NH+]2CCOCC2)CC1,50
ZINC000096184489_1,CS(=O)(=O)N1CC[C@@H]2[C@@H]1CC[N@H+]2Cc3ccccn3,50
ZINC000085786974,C[N@H+](CCc1ccccc1)C[C@@H]2CCCN(S(C)(=O)=O)C2,50
ZINC000067896373,COc1cc(S(=O)(=O)NC[C@@H]2CCC[N@@H+](C)C2)c(C)cc1C,50
ZINC000048341233,Cc1cc(F)ccc1S(=O)(=O)NCCC[NH+]2CCCC2,50
ZINC000096187312,CS(=O)(=O)NC[C@H]1OC[C@H]2C[N@@H+](Cc3cccs3)CC[C@@H]12,50
ZINC000344371246,C[C@@H](CN(C)CC[C@@H]1CCCC[N@H+]1C)c2nccs2,51
ZINC000019900096,CC[C@H](C)N1CC[NH+](CCCc2ccccc2)CC1,51
ZINC000293407697,C[C@H]1C[N@H+](Cc2ccccc2)C[C@@H](C)N1C,51
ZINC000095520136,Clc1ccc(CN2CCC[C@H]([NH+]3CCCC3)C2)cc1,51
ZINC000019636950,CCN(CC)CC[N@@H+](C)[C@H](C)CCc1ccccc1,51
ZINC000097212700_3,C[C@@H]1C[C@@H]([N@@H+](C)CCC2CCCCC2)CC[N@@H+]1C,51
ZINC000095937384,[NH3+][C@@H](CCN1CC[NH2+]CC1)c2ccccc2,51
ZINC000072363345,C[N@@H+]1CCC[C@H](Cc2cncc(Cl)n2)C1,51
ZINC000008691195,C[C@@H]1CCCN(C(=S)NCc2ccccc2)C1,51
ZINC000002884757,C[C@@H](c1ccccc1)[N@@H+]2CC[C@H](C[NH3+])C2,51
ZINC000011702673_1,Cc1cccc(CSc2nc(C)n[nH]2)c1,52
ZINC000004858101,COc1ccc(Cc2nnc3sc(-c4ccccc4)nn23)cc1,52
ZINC000003338721,Cc1ccc(-n2c(C)nnc2SCC(=O)O)cc1,52
ZINC000003285955,Cc1nnc(SCC#N)n1-c2ccccc2,52
ZINC000000412785,Cn1c(SCc2ccccc2)nnc1-c3ccco3,52
ZINC000000386254,Cn1cnnc1SCc2ccccc2F,52
ZINC000193008494,COc1cccc(-n2ccnc2SCc3cnn(C)c3)c1,52
ZINC000014197359,Cc1ccc(C(=O)CSc2nnc3ccccn23)cc1,52
ZINC000032691795,Cn1c(Cc2ccccc2)nnc1SC[C@H]3CCCO3,52
ZINC000000285700,COc1ccc(C(=O)CSc2nnc(C)[nH]2)cc1,52
ZINC000040769084,Cc1ccc2cnn(CCC(=O)NCCN3CCOCC3)c2c1,53
ZINC000095364044,O=c1cc(N2CCc3ccccc3C2)cnn1CC[C@@H]4CCOC4,53
ZINC000054262569,O=C(O)C1CCN(C(=O)Cn2ncc3ccccc32)CC1,53
ZINC000069200881,O=C(Nc1ccc(Cn2cccn2)cc1)N3CCOCC3,53
ZINC000060308009,O=C(Nc1ccn(Cc2ccccn2)n1)c3ccc4c(c3)OCCO4,53
ZINC000019924968,Cc1cc(NC(=O)CN2CCOCC2)n(-c3ccccc3)n1,53
ZINC000108106976,O=C(CCn1cccn1)N2C[C@@H]3OCCN(Cc4ccccc4)[C@@H]3C2,53
ZINC000021525950,O=C(Cn1ncn2cccc2c1=O)NC[C@H]3CCCO3,53
ZINC000042387873,O=C(c1cc[nH]n1)N2CCN(CCOc3ccccc3)CC2,53
ZINC000257275412,O=C(CCc1ccccc1F)N2CCOC[C@@H]2c3cc[nH]n3,53
ZINC000069625719,Cc1cc(N2CCC(N(C)C(=O)C3CCCCC3)CC2)nc(C)n1,54
ZINC000009469051,Cc1cccc(N2CCN(C(=O)NCc3ccccn3)CC2)c1,54
ZINC000007903580,O=C(Nc1ccccc1)C2CCN(c3ncccn3)CC2,54
ZINC000072365055,CC(=O)N1CCN(c2cc(C[C@H]3CCC[NH2+]C3)ncn2)CC1,54
ZINC000006747238,O=C(Nc1ccc(F)cc1)[C@@H]2CCCN(c3cnccn3)C2,54
ZINC000044534502,C[C@@H]1C[C@@H](C)C[NH+](CCNC(=O)C2CCN(c3ncccn3)CC2)C1,54
ZINC000040862655,O=C(O)C1CCN(c2ccncn2)CC1,54
ZINC000224167931,Cc1ccc(C(=O)NCc2nccc(N3CCOCC3)n2)cc1,54
ZINC000065542264,CC(=O)N[C@@H]1CCCN(C(=O)Nc2cccnc2)C1,54
ZINC000022472509,Cc1ccc(C(=O)Nc2ccc(N3CCCCC3)nc2)cn1,54
ZINC000004518389,Cc1nnc(SCC(=O)Nc2ccccc2)n1-n3cccc3,55
ZINC000006698896,Cc1nnc(SCC(=O)N[C@@H](C)c2ccccc2)n1C(C)C,55
ZINC000006519942,CCn1c(CCNC(=O)c2ccc(C)cc2)n[nH]c1=S,55
ZINC000054194919,Cc1cc(C(=O)Nc2nncs2)c(C)n1Cc3cccs3,55
ZINC000035292010,NC(=O)CSc1nnc(-c2ccccc2)n1C[C@@H]3CCCO3,55
ZINC000156010139,C[C@H]1N=NC(=S)N1CCNC(=O)[C@H](c2ccccc2)C3CC3,55
ZINC000006726819,CCn1c(Cc2ccc(OC)cc2)nnc1SCC(N)=O,55
ZINC000002636110,Cc1cccc(-c2nnc(SCC(=O)N3CCCC3)n2C)c1,55
ZINC000005359702,C[C@H](NC(=O)CSc1nccn1C)c2ccccc2,55
ZINC000008884672,C[C@@H](Sc1n[nH]c(=O)n1Cc2ccccc2)C(=O)NC3CCCC3,55
ZINC000299796825,Cc1nn(C)c(C)c1[C@H](C)NC(=O)CCN2CC[NH+](C)CC2,56
ZINC000060548757,C[C@@H](C(=O)NCc1ccc(C[N@H+]2CCC[C@@H](C)C2)cc1)n3cncn3,56
ZINC000069841956_1,Cc1cccc(CC(=O)N2CCC[N@H+](Cc3cnn(C)c3)CC2)c1,56
ZINC000067846685,Cc1c(C(=O)NCC[C@@H]2CCC[N@H+](C)C2)cnn1-c3ccccn3,56
ZINC000096074036,Cn1cc(C[N@H+]2CCC[C@]3(CCN(c4cccnc4)C3=O)C2)cn1,56
ZINC000096084527,Cn1nc(C[NH+]2CCCCC2)c3c1CN(C(=O)c4c[nH]cn4)C3,56
ZINC000020410637,Cc1ccccc1C[NH+]2CCN(C(=O)c3c(Cl)cnn3C)CC2,56
ZINC000306138187,O=C(NCC[C@H]1C[N@H+](C2CCCC2)Cc3ccnn31)c4cnccn4,56
ZINC000253599555,Cc1cc(C(=O)N2Cc3ccnn3[C@@H](C[NH+]4CCCC4)C2)sc1C,56
ZINC000058144866,C[C@H]1CCCC[N@@H+]1CCNC(=O)c2cnn(C(C)(C)C)c2,56
ZINC000004660698,O=C(c1ccc(N2CCCCC2)c([N+](=O)[O-])c1)N3CCCCC3,57
ZINC000006733652,O=C(O)c1cccc([N+](=O)[O-])c1N2CCCCC2,57
ZINC000004140715,O=[N+]([O-])c1ccc(N2CC[NH2+]CC2)cc1NC[C@H]3CCCO3,57
ZINC000076066622,Cc1cc([N+](=O)[O-])ccc1C(=O)N2CCC[C@H]2CN3CCOCC3,57
ZINC000004248045,O=[N+]([O-])c1cc(-n2cccc2)ccc1N3CCOCC3,57
ZINC000089884897,O=[N+]([O-])c1cnccc1N2CCC[C@H](c3nnc[nH]3)C2,57
ZINC000004170515,C[C@H]1CC[C@H]([NH+]2CCN(Cc3ccccc3[N+](=O)[O-])CC2)CC1,57
ZINC000007780818,COc1cc(NC(=O)CN2CCCCC2)c(C)cc1[N+](=O)[O-],57
ZINC000067419366,CC(=O)NC[C@H]1CCCN(Cc2ccccc2[N+](=O)[O-])C1,57
ZINC000097045562,Cn1ncc([N+](=O)[O-])c1C(=O)Nc2ccc(C[NH+]3CCCC3)cc2,57
ZINC000072419631,CC(=O)N1CC[NH+](C[C@H]2CC[C@@H](Cc3ccc(F)c(F)c3)O2)CC1,58
ZINC000019293111,O=C(Cn1ccnc1)Nc2ccc(N3CCOCC3)c(F)c2,58
