IDs,smiles,clusters
ZINC000096246147,O=C(c1ccc(F)cc1)N2C[C@H]3C[N@@H+](C[C@@H]4CCCO4)CC[C@H]3C2,58
ZINC000019934976,O=C(Cc1cccc(F)c1)NCCN2CCOCC2,58
ZINC000019881420,O=C(NCCN1CCOCC1)Nc2ccccc2F,58
ZINC000075604740,O=C(CCc1cccc(F)c1F)N2CC[NH+](CCO)CC2,58
ZINC000097463547,O=C(C[C@@H]1COCCN1)NCCCc2ccccc2F,58
ZINC000021523461,O=C(NC[C@@H](c1ccco1)N2CCOCC2)c3ccccc3F,58
ZINC000024014496,C[C@H]1CN(C(=O)Nc2ccc(F)cc2)CCO1,58
ZINC000012344466,C[C@@H]1CN(CC(=O)NCc2ccccc2F)CCO1,58
ZINC000032012937,N#CC1CCN(C(=O)c2ccccc2)CC1,59
ZINC000016604047,Cc1ccc(C(=O)N2CCN(Cc3ccccc3)CC2)s1,59
ZINC000020490625,C[C@@H]1CCCN(C(=O)c2ccc(CN3CCCC3=O)cc2)C1,59
ZINC000002743154,Cc1ccc(C(=O)N2CCCC[C@H]2C)cc1,59
ZINC000016603782,O=C(c1cccc(F)c1)N2CCN(CCc3ccccc3)CC2,59
ZINC000011638213,CC(=O)N1CCN(C(=O)c2ccccc2)CC1,59
ZINC000069486497,Cc1ccc(CC(=O)N2CCN(CCc3ccncc3)CC2)cc1,59
ZINC000012749721,C[C@H](c1ccccc1)N2CCN(C(=O)c3ccccc3F)CC2,59
ZINC000095728625,O=Cc1cccc(CN2CCSCC2)c1,59
ZINC000065526255,CC(=O)N1CCC[C@H](CCc2cccc(F)c2)C1,59
ZINC000097425070,COc1ccc(-n2ccnc2CN3CCC[C@H](c4ccncn4)C3)cc1,60
ZINC000019842118,COc1ccccc1CN2CC[NH+]([C@H]3CCC[C@@H](C)C3)CC2,60
ZINC000019900272,COc1ccc2c(c1)nc(CN3CCOCC3)n2C,60
ZINC000095419937,COc1ccccc1[C@@H](C)[NH2+]Cc2ccc(N3CC[NH+](C)CC3)nc2,60
ZINC000096183512,Cc1ccc(O[C@@H]2C[C@H]3CN(Cc4nccn4C)CC[N@@H+]3C2)cc1,60
ZINC000096424625_1,COc1cccc(CCC[N@@H+](C)Cc2nnc(C)n2C)c1,60
ZINC000005570260,COc1ccccc1N2CCN(C(=S)NCc3ccccc3)CC2,60
ZINC000095363012,COc1ccc([C@@H]2CN(Cc3c[nH]cn3)[C@@H]4[C@H]5CC[N@H+](CC5)[C@@H]24)cc1,60
ZINC000075093137,COc1ccc(OC)c(C[NH2+]Cc2c(C)nc3ccccn23)c1,60
ZINC000179469532,COc1ccccc1C[N@@H+]2CCC[C@@H](n3cncn3)C2,60
ZINC000000050522,Cc1ccccc1N2C(=O)c3ccccc3C2=O,61
ZINC000238856312,C[C@@H]1C=C[C@@H](C(=O)O)[C@H]2C(=O)N(c3ccccc3)C(=O)[C@H]21,61
ZINC000015446578,C[C@H]1C(=O)O[C@H](C(C)(C)C)N1C(=O)c2ccccc2,61
ZINC000003913105,Cc1ccc(Cl)cc1N2C(=O)[C@H]3[C@@H]4C=C[C@@H](C4)[C@@H]3C2=O,61
ZINC000085348015,CC(=O)Oc1ccc(N2C[C@H](C(=O)O)CC2=O)cc1,61
ZINC000005880884,C[C@@H](C(=O)Oc1ccccc1)N2C(=O)c3ccccc3C2=O,61
ZINC000000089149,O=C(ON1C(=O)c2ccccc2C1=O)c3ccco3,61
ZINC000004099730,Cc1cccc(N2C[C@@]34C=C[C@@H](O3)[C@H](C(=O)O)[C@@H]4C2=O)c1,61
ZINC000002836970,Cc1ccc(C)c(OC(=O)CN2C(=O)c3ccccc3C2=O)c1,61
ZINC000000291055,COc1ccc([C@H]2C(C(C)=O)=C(O)C(=O)N2C)cc1,61
ZINC000093027197,CCOCCN(C)C(=O)C[C@H](C)CCc1ccccc1,62
ZINC000023355841_1,C#CCNC(=O)C[N@H+](C)[C@H](C)c1ccc(F)c(F)c1,62
ZINC000007444969,C[C@@H]1CCCC[C@H]1NC(=O)CN(C)Cc2ccccc2,62
ZINC000069454355,COCC[N@@H+](C)CCNC(=O)CCc1ccccc1,62
ZINC000038856097,CCc1cccc(C(=O)N(CC)CC)c1,62
ZINC000032743501,CNC(=O)CN(C)c1c(F)c(F)c(F)c(F)c1F,62
ZINC000052893429,CCCNC(=O)C[N@@H+](C)CCCc1ccccc1,62
ZINC000043993100,CCCCCNC(=O)Nc1cccc(C(=O)N(C)C)c1,62
ZINC000230036758,C[C@@H]1CCC[C@@H](NC(=O)[C@H](c2ccccc2)N(C)C)C1,62
ZINC000024687260,C[C@H](c1ccccc1)[N@H+](C)CC(=O)Nc2cccc(C(=O)N(C)C)c2,62
ZINC000019746760_1,Cn1cc(C[N@H+]2CCC[C@@]2(C)C(=O)N3CCOCC3)cn1,63
ZINC000096246090,COCC[N@H+]1CC[C@H]2CN(C(=O)c3ccn(C)n3)C[C@H]2C1,63
ZINC000257239804,CN(C(=O)Cn1cccn1)[C@@H]2CCC[C@@H]([NH+]3CCCC3)[C@@H]2O,63
ZINC000044910930,COc1ccccc1[C@@H](CNC(=O)[C@H](C)n2cncn2)[NH+]3CCCC3,63
ZINC000067740553,CCc1c(C)nn(CC(=O)NCC[C@@H]2C[N@H+](C)CCO2)c1C,63
ZINC000071753516,Cc1n[nH]c(C)c1CCC(=O)N2CCN[C@@H](C(=O)O)C2,63
ZINC000019566688,Cc1cc(CNC(=O)C[C@H]2C(=O)NCCN2C)n[nH]1,63
ZINC000072240486,CCn1nc(C)c(CCC(=O)NC[C@@H]2CCCO2)c1C,63
ZINC000065466228,O=C(O)c1cccnc1C[N@H+]2CCC[C@@H]2CCc3ccccc3,64
ZINC000022852493,OCC[C@H]1C[N@H+](CC2CCCCC2)CCN1Cc3ccccc3,64
ZINC000100279343,[NH3+]C[C@@H]1CC[N@@H+](Cc2ccccc2)C[C@@H]1O,64
ZINC000069590545,C[C@@H](O)[C@H]1CCCC[N@@H+]1C[C@H](O)c2cccc(F)c2,64
ZINC000043585298,O=C(O)CC[C@H]1CCC[N@@H+](Cc2ccccc2)C1,64
ZINC000020996300,OCC[C@H]1C[N@@H+](Cc2ccccc2)CCN1Cc3ccc(F)c(F)c3,64
ZINC000078758054,O[C@H]1CC[N@H+](Cc2ccc(CNCc3ccc(F)cc3F)cc2)CC1,64
ZINC000238160852,O=C(O)CC[N@H+]1CCC[C@H]1Cc2cccc(F)c2,64
ZINC000016698287,O=C(O)[C@H](CC[NH+]1CCCC1)c2ccccc2,64
ZINC000038539833,O[C@H]1CCCN(Cc2ccc(Cl)cc2F)C1,64
ZINC000000061195,COc1ccc(/N=C/c2cc([N+](=O)[O-])ccc2O)cc1,65
ZINC000004838589,CCOC(=O)c1cccc([N+](=O)[O-])c1C,65
ZINC000001512539,COc1c(F)c(F)c([N+](=O)[O-])c(F)c1F,65
ZINC000000033017,O=C(OCc1ccc([N+](=O)[O-])cc1)c2cc3ccccc3oc2=O,65
ZINC000004611076,Cc1cc(C(=O)Nc2ccc([N+](=O)[O-])cc2)ccc1[N+](=O)[O-],65
ZINC000001693410,O=[N+]([O-])c1ccc(Cc2ccc([N+](=O)[O-])cc2)cc1,65
ZINC000004070849,COc1cc([N+](=O)[O-])ccc1NC(=O)c2cccc(C)c2,65
ZINC000000265316,CC(=O)c1ccccc1OC(=O)c2ccc([N+](=O)[O-])cc2,65
ZINC000263623428,O=[N+]([O-])c1c(F)cc(F)cc1C(F)F,65
ZINC000000157056,O=C(O)c1ccc([N+](=O)[O-])cc1C(=O)O,65
ZINC000011891436,Cc1ccc(OCC(=O)N2CCC[C@@H](C(=O)O)C2)cc1,66
ZINC000237207733,COc1ccc(CCCCCC(=O)N2CC[C@@](C)(C(=O)O)C2)cc1,66
ZINC000237239474,CN(C[C@H]1CCCO1)C(=O)CCc2ccc(C(=O)O)cc2,66
ZINC000262915252,C[C@H](OC[C@H]1CCCO1)C(=O)N2CCO[C@H](C(=O)O)C2,66
ZINC000268934954,Cc1ccc(CN2C[C@@H](C(=O)N(C)CCC(=O)O)CC2=O)cc1,66
ZINC000011890874,Cc1ccc(OCC(=O)N2CCC[C@@H]2C(=O)O)cc1,66
ZINC000045285441,CCOc1ccc(CN(C)C(=O)[C@H]2CC(=O)N(CCOC)C2)cc1,66
ZINC000102718110,COCCN1C(=O)C(O)=C(C(C)=O)[C@@H]1c2ccccc2,66
ZINC000012467208,COCCCN1C[C@@]23C=C[C@H](O2)[C@@H](C(=O)OC)[C@@H]3C1=O,66
ZINC000008378348,COCC(=O)N1CCC(C(=O)OC)CC1,66
ZINC000584577576,C[C@@]12CC[C@@H](O)CC1=C[C@@H](O)[C@@H]3[C@@H]2CC[C@@]4(C)C(=O)CC[C@@H]34,67
ZINC000004720846,O=C(O)[C@@H](c1ccccc1)[C@H]2CCCC[C@@H]2O,67
ZINC000248274600,C[C@H]1[C@H]([C@@](C)(O)CCC[C@@H](C)C(=O)O)CC[C@]1(C)O,67
ZINC000004638335,CC(NC1CCCCC1)=C2C(=O)CC(C)(C)CC2=O,67
ZINC000253590091,C[C@]12CC(=O)[C@@H]3[C@H](CC[C@@H]4C[C@H](O)CC[C@]43C)[C@@H]1CC[C@@H]2O,67
ZINC000005494872,O=C1C=C2CCCC[C@H]2[C@H]3CCCC[C@H]13,67
ZINC000034175684,C=C1C(=O)O[C@@H]2C[C@@](C)(CCCC(C)=O)C(=O)C[C@H]12,67
ZINC000017314391,CC(C)C(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,67
ZINC000037462736,Cc1ccc([C@]2(O)CCCC[C@H]2C)cc1,67
ZINC000100739062_1,COC(=O)[C@@H]1C(=O)C(C(C)=O)=C(O)CC1(C)C,67
ZINC000061719072,Cc1cnc(NC(=O)c2cn(C)c(=O)c3ccccc23)s1,68
ZINC000012974254,Cc1ccc(Cn2cnc3sccc3c2=O)cc1,68
ZINC000004997613,C[C@@H](Sc1nc2ccccc2c(=O)n1Cc3ccccc3)C(N)=O,68
ZINC000095353508,CCc1nn2c(=O)cc(Cn3ccc4ccccc4c3=O)nc2s1,68
ZINC000003424562,Cc1ccc(C(=O)OCc2cc(=O)n3ccsc3n2)c(C)c1,68
ZINC000000496098,CC[C@H](C)Sc1nc2c(c(=O)[nH]c(=O)n2C)n1Cc3ccccc3,68
ZINC000054752782,Cc1sc2[nH]c(-c3cnccn3)nc(=O)c2c1-c4ccccc4,68
ZINC000009914551,Cc1cccc(NC(=O)Cn2cnc3sccc3c2=O)c1,68
ZINC000006184029,Cc1ccc(Cn2c(=O)c3ccccc3n4c(S)nnc24)cc1,68
ZINC000061968070,Cc1cc(=O)n2c(CCN3C(=O)c4ccccc4C3=O)csc2n1,68
ZINC000063527673,CC(=O)N1CCO[C@]2(CCCN(Cc3ccoc3)C2)C1,69
ZINC000048310603,O=C(CCCCc1nc2ccccc2s1)N3CCOCC3,69
ZINC000023673749,O=C(CCc1nc2ccccc2o1)N3CCN(C[C@@H]4CCCO4)CC3,69
ZINC000014707305,Cc1cc2ccccc2n1CC(=O)N3CCO[C@@H](C)C3,69
ZINC000027984082,O=C(c1ccc(CN2CCCC2)o1)N3CCOCC3,69
ZINC000215819433,Cc1ccc(-c2ccc(CN3CCOCC3)cc2)o1,69
ZINC000007504602,Cc1cccc(NC(=O)c2ccc(N3CCOCC3)cc2)c1,69
ZINC000016602661,Cc1cccc(C(=O)N2CCN(Cc3ccco3)CC2)c1,69
ZINC000023624179,O=C(CCc1cccs1)N2CCN(C[C@@H]3CCCO3)CC2,69
ZINC000019800446,CC1CCN(C(=O)c2ccc(CN3CCOCC3)cc2)CC1,69
ZINC000116370121,Cc1ccc(C)c(O[C@H]2CC[N@H+](CCCC(=O)O)CC2)c1,70
ZINC000104396730_1,COc1cccc(C[N@@H+]2CCN(C)[C@H](CCO)C2)c1,70
ZINC000041356429,Cc1ccccc1OCCC[N@H+]2CCC[C@@H]2C(=O)O,70
ZINC000096110267,COc1ccc(C[C@H]2C[N@@H+](C)CC[C@H]2OC)cc1,70
ZINC000069969716_1,COCCN1CC[N@H+](CCOc2ccccc2)C[C@@H]1C,70
ZINC000229275582_1,Cc1cccc(C)c1OC[C@H](O)C[N@H+]2CCO[C@@H](C)C2,70
ZINC000229106420,Cc1ccc(OC[C@@H](O)C[N@H+]2CCC[C@@H](O)C2)cc1,70
ZINC000026781724,C[C@@H]1CCC[N@H+](C[C@@H](O)COc2ccccc2F)C1,70
ZINC000005756349,Cc1ccccc1OC[C@H](O)C[N@H+](C)CCO,70
ZINC000299761494,COc1cc2c(cc1C[N@H+]3CC[C@]4(OC)CC[C@@H](O)C[C@H]34)OCCO2,70
ZINC000079404143,CN(C[C@@H]1CC[N@@H+](Cc2ccccc2)C1)C(=O)C[NH3+],71
ZINC000022696180,CC(=O)N[C@H](C)C(=O)NCc1ccc(C[NH+]2CCCC2)cc1,71
ZINC000040460415,C[C@H]1CCCC[N@@H+]1CC(=O)N(C)Cc2ccco2,71
ZINC000047905207,COC(=O)c1c(C)[nH]c(C(=O)NC[C@H](C)C[NH+]2CCCC2)c1C,71
ZINC000248160758,Cc1ccc([C@H](C)[N@H+](C)CC(=O)NC[C@H]2CCCO2)cc1,71
ZINC000065414400,CC[N@H+](C)CCNC(=O)[C@H]1CC(=O)N(CCc2ccccc2)C1,71
ZINC000237576417,C[C@H]1CCC[N@H+]1CC(=O)N[C@@H](C(=O)O)c2ccccc2,71
ZINC000252515172,C[N@H+]1CCC[C@@H]1C(=O)NCCC[C@H]2CCCC[C@H]2O,71
ZINC000091943688,C[N@H+](CC(=O)N1CC[C@H](Cc2cccc(CO)c2)C1)C3CCCC3,71
ZINC000055014223,CNC(=O)[C@H]1CCCN1CC(=O)N(c2ccccc2)C(C)C,71
ZINC000012370953,COc1ccc(/C=C/2\SC(N3CCOCC3)=NC2=O)cc1,72
ZINC000040498703,COCCN1C[C@H](C(=O)Nc2nc(C)cs2)CC1=O,72
ZINC000009950534,COc1ccccc1[C@@H](C)NC(=O)CN2CCSC2=O,72
ZINC000040514044,Cc1nc(Cc2ccccc2)sc1C(=O)N3CCO[C@H](C)C3,72
ZINC000095515190,Cc1ncsc1CCN(C)C(=O)CN2CC3(CCCC3)CC2=O,72
ZINC000044891829,O=C(CCN1CCSC1=O)N2CCN(Cc3ccco3)CC2,72
ZINC000077964651,CCC(=O)N1CCC[C@H](C(=O)O[C@@H](C)c2sc(CC)nc2C)C1,72
ZINC000096200410,COCCO[C@H]1CCN(Cc2csc(C)n2)[C@@H]1Cc3ccccc3,72
ZINC000091416652,Cc1ncc(C(=O)N2CCN(CCOc3ccccc3)CC2)s1,72
ZINC000044895778,Cc1sc2ncn(CCC(=O)N3CCOCC3)c(=O)c2c1C,72
ZINC000023735917,O=C(CCn1cncn1)NCCc2ccc(F)cc2,73
ZINC000038029638,O=C(O)Cn1cc(NC(=O)Cc2ccccc2F)cn1,73
ZINC000072283583,Cc1ccc(-n2ccnc2)c(C(=O)NCCc3ccc(F)cc3)c1,73
ZINC000088232460,O=C(Cn1cnnn1)Nc2cnn(-c3ccccc3F)c2,73
ZINC000006726748,CCn1ccc(C(=O)Nc2ccc(F)c(Cl)c2)n1,73
ZINC000028243158,Cn1cc(CCC(=O)Nc2ccc(F)cc2F)cn1,73
ZINC000095366992,Cc1cc(CNC(=O)[C@H](c2cccc(F)c2)N(C)C)n(C)n1,73
ZINC000160561820,Cn1cc(NC(=O)Nc2ccnn2Cc3ccccc3F)cn1,73
ZINC000072378410,O=C(c1ccncc1)N2CCC[C@H]2c3cncc(-n4ccnc4)n3,74
ZINC000299787007,Cc1ocnc1C(=O)N2CCN(c3ncnc4[nH]cnc34)CC2,74
ZINC000072133019,Cc1ccc(F)c(C(=O)N2CCn3cncc3C2)c1F,74
ZINC000257241629,Cc1nc2cc(C(=O)N3CCC[C@@H]3c4cnccn4)ccc2[nH]1,74
ZINC000012224377,Cc1cnc(C(=O)N2CCC(c3cc4cccnc4[nH]3)CC2)cn1,74
ZINC000096122826,O=C(c1ccc(Cn2ccnc2)cc1)N3CCc4ncncc4C3,74
ZINC000426613637,Cn1ccnc1-c2cccc(C(=O)N3CCC[C@H](Cn4ccnc4)C3)c2,74
ZINC000107254427,O=C1[C@@H]2CN(c3cnccn3)C[C@@H]2CCN1Cc4ccncc4,74
ZINC000055236066,CC(=O)Nc1ccc2c(c1)nc3n2CCN(C4CCCCC4)C3,74
ZINC000082134115,Cc1nccn1C[C@@H]2CCCN(C(=O)c3ccc4ncccc4c3)C2,74
ZINC000040497089,Cc1cccc(NC(=O)Cn2nnc(-c3ccco3)n2)c1C,75
ZINC000072242627,Cc1nc(CNC(=O)c2cc(C)n(C)n2)sc1C,75
ZINC000071904509,Cc1ccccc1-n2nccc2NC(=O)CCCn3cccn3,75
ZINC000252486833,Cc1ccccc1-n2cc(CN(C)C(=O)c3cnc[nH]3)cn2,75
ZINC000012972142,Cc1ccc(C(=O)NCCCn2nc(C)cc2C)cc1,75
ZINC000022290154,Cc1ccc(C(=O)NCC(=O)Nc2ccnn2C(C)C)cc1,75
ZINC000020602729,Cc1cccc(C)c1NC(=O)Cn2ccc(C(=O)O)n2,75
ZINC000012908183,Cc1ccc(NC(=O)c2cn(Cc3ccccc3)nn2)cc1,75
ZINC000027927048,Cc1nn(C)c(C)c1NC(=O)CCc2ccccc2,75
ZINC000082121675,Cc1cn2cc(C(=O)N[C@H](Cn3cccn3)c4ccccc4)ccc2n1,75
ZINC000067712786,COc1ccc(C(=O)NC[C@@H]2CC[N@@H+](C)C2)cc1F,76
ZINC000257334943,CN1CC[NH+](C[C@]2(O)CCN(C(=O)c3ccccc3F)C2)CC1,76
ZINC000083919869,COc1cc(F)c(NC(=O)N2CCC(O)CC2)cc1F,76
ZINC000012911132,O=C(CN1CCC(O)CC1)NCCOc2ccc(Cl)cc2,76
ZINC000077518142,COc1ccc(F)c(C[N@H+]2CCCC[C@@H]2CCNC(C)=O)c1,76
ZINC000095405158,COc1cccc(CCNC(=O)CN2CCC(C(F)(F)F)CC2)c1,76
ZINC000012731958,C[C@@H]1CCCC[C@H]1NC(=O)C[N@H+](C)CCOc2ccc(F)cc2,76
ZINC000072297642,COc1ccc(C(=O)N2CC[C@@H](C[NH+]3CCCCC3)C2)c(F)c1,76
ZINC000089939027,C[C@H]1CN(C)CCN1CC(=O)NCCOc2cccc(F)c2,76
ZINC000031903412,C[C@H](c1ccccc1)n2c(CN3CCOCC3)nc4ccccc42,77
ZINC000096219133,Fc1cccc(CN2CCOC[C@H]2c3nccc(N4CCCC4)n3)c1,77
ZINC000257205684,Cc1nccc(N2CCO[C@@H](Cc3ccccc3)C2)n1,77
ZINC000029588144,Cc1cn2nc(N3CCO[C@H](c4ccccc4)C3)sc2n1,77
ZINC000095449435,CN(CCn1cnnc1)c2nc3ccccc3nc2N4CCOCC4,77
ZINC000000521519,C[C@@H]1CN(c2nc(-c3ccncc3)nc4ccccc24)C[C@@H](C)O1,77
ZINC000096260197,Cn1cc(CN2CCn3cnc(COCC4CC4)c3C2)cn1,77
ZINC000000352616,Cc1ccc(Cn2ncc3c(N4CCOCC4)ncnc32)cc1,77
ZINC000019742636,c1ccc(C[C@@H]2CN(Cc3cnc(N4CCCC4)s3)CCO2)cc1,77
ZINC000134857508,CCOC(=O)[C@H]1CCCN(c2cncc(-n3ccnc3C)n2)C1,77
ZINC000000037933,Cc1ccc(C(=O)Nc2ccc3c(c2)OCO3)cc1,78
ZINC000016651424,O=C(Nc1ccc2c(c1)OCCO2)c3ccc(F)c(F)c3F,78
ZINC000078144000,O=C(N[C@@H]1C[C@H]2CC[C@@H]1C2)c3ccc4c(c3)OCCO4,78
ZINC000013673019,Cc1ccc(CCCNC(=O)[C@@H]2COc3ccccc3O2)cc1,78
ZINC000000455234,O=C(NCc1ccc2c(c1)OCO2)c3ccc4ccccc4c3,78
ZINC000015602046,CC(=O)c1ccc(NC(=O)c2ccc3c(c2)OCC(=O)N3)cc1,78
ZINC000000147008,Cc1cccc(C(=O)Nc2ccc3c(c2)OCCO3)c1,78
ZINC000044868634,Cc1ccc([C@H](C)NC(=O)[C@H]2Cc3ccccc3C(=O)O2)o1,78
ZINC000025584146,C[C@@H](NC(=O)COc1ccc2c(c1)OCO2)c3ccc4c(c3)OCO4,78
ZINC000000252937,Cc1ccccc1NC(=O)COc2ccc3c(C)cc(=O)oc3c2,78
ZINC000244773937,Cn1ccnc1C(=O)N[C@@H](c2cnc3ccccc3c2)[C@H]4C[C@@H](O)C4,79
ZINC000008995962,O=C(O)CCn1c(=O)[nH]c2ccccc2c1=O,79
ZINC000123058656,COc1cccc2cc(C(=O)Nc3ccn(CC(=O)O)n3)oc12,79
ZINC000096124361,Cc1cc(C(=O)NC[C@H](O)Cn2ccccc2=O)c(C)o1,79
ZINC000004824609,OC[C@@H]1O[C@H](n2cnc3cccnc32)[C@@H](O)[C@@H]1O,79
ZINC000036703707,Cc1cc(=O)n(CC(=O)Nc2ccc3c(c2)OCO3)cn1,79
ZINC000005018734,COc1ccccc1/C=C\2/NC(=O)N(CC(=O)O)C2=O,79
ZINC000005510735,OC[C@@H]1O[C@@H](n2cnc3c(=S)[nH]cnc32)[C@H](O)[C@@H]1O,79
ZINC000072476561,O=C(O)[C@H]1c2nc[nH]c2CCN1C(=O)c3c[nH]c(=O)cn3,79
ZINC000097973653,CC(=O)Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C,79
ZINC000072239055,CCn1nc(C)c(S(=O)(=O)N[C@@H](C)c2ccc(C)cc2C)c1C,80
ZINC000225254964,CCC(=O)Nc1nnc(S(=O)(=O)NCc2ccc(C)cc2)s1,80
ZINC000004248553,Cc1ccc(S(=O)(=O)NCCc2cn3ccsc3n2)cc1,80
ZINC000002780382,COc1ccc(S(=O)(=O)NCc2ccnn2C)cc1,80
ZINC000006668615,Cc1c(S(=O)(=O)NCc2ccc(F)cc2)cnn1C(F)F,80
ZINC000028577152,Cc1cc(NS(=O)(=O)Cc2ccccc2)nn1C,80
ZINC000095398190,Cn1cc(Nc2nc(CS(=O)(=O)c3ccccc3)cs2)cn1,80
ZINC000002803883,Cc1c(S(=O)(=O)NCc2ccco2)cnn1C,80
ZINC000046174259,CC(C)c1noc([C@H](C)S(=O)(=O)Cc2ccccc2)n1,80
ZINC000030857196,O=C(CCCOc1ccccc1)NCc2ccccc2-n3ccnc3,81
ZINC000014111214,COc1ccccc1NC(=O)c2ccc(N3CCOCC3)nc2,81
ZINC000363073004,COc1cccc(N2CC[C@@H](CNC(=O)c3cnccn3)C2)c1,81
ZINC000001358216,COc1ccc(CNC(=O)[C@H]2CCCN(c3nccc(C)n3)C2)cc1,81
ZINC000022327324,COc1ccccc1NC(=O)N2CCN(Cc3cccnc3)CC2,81
ZINC000082314619,COc1ccccc1N2CCN(C(=O)c3cnc(C)nc3)CC2,81
ZINC000014019156,COc1ccc(C)cc1NC(=O)c2cccnc2N3CCCC3,81
ZINC000012615527,COc1ccccc1N2CCN(C(=O)CCn3cncn3)CC2,81
ZINC000044978274,COc1cccc(C[C@@H]2CCC[N@@H+]2Cc3cc(=O)n4ccccc4n3)c1,81
ZINC000095357834,COCCN1CCC[C@@]2(CCN(c3cncc(C)n3)C2)C1=O,81
ZINC000009741271,C[C@@]1(c2ccccc2)NC(=O)N(Cc3ccccc3)C1=O,82
ZINC000003341051,C[C@H](NC(=O)CN1C(=O)NC2(CCCCCC2)C1=O)c3ccccc3,82
ZINC000011411703,O=C(NC1CCCC1)c2ccccc2CN3C(=O)CNC3=O,82
ZINC000004516774,CC(C)c1ccc(NC(=O)CN2C(=O)NC(C)(C)C2=O)cc1,82
ZINC000008378931,O=C(CN1C(=O)NC2(CCCC2)C1=O)NCc3ccc(F)cc3,82
ZINC000084740532,CCC[C@]1(C)NC(=O)N(CC[C@H]2CCCC[N@H+]2C)C1=O,82
ZINC000042010502,CN1CC(=O)N(CC(=O)N2CCC[C@@H]2c3ccccc3)C1=O,82
ZINC000047219380,Cc1ccc(OCCCN2C(=O)NC(C)(C)C2=O)cc1C,82
ZINC000008754237,CCC[C@@H]1NC(=O)N(CC(=O)N(Cc2ccccc2)C(C)(C)C)C1=O,82
ZINC000078973468,C[C@H](NC(=O)N1CC[C@H](Cc2cnn(C)c2)C1)c3ccccn3,83
ZINC000066164137,COc1ccc(NC(=O)NCCCn2cncn2)c(C)c1,83
ZINC000072280734,C[C@H]1CCC[N@H+](Cc2ccc(CNC(=O)Nc3cnn(C)c3)cc2)C1,83
ZINC000004110043,Cc1cc(NC(=O)NCc2ccccc2)n(C)n1,83
ZINC000048342353,O=C(NCCCn1cncn1)NC[C@H]2CCN(c3ccccc3)C2,83
ZINC000043433532,Cc1cc(NC(=O)NC[C@H](c2ccccc2)N3CCOCC3)n(C)n1,83
ZINC000043433464,Cc1cc(NC(=O)NCCc2ccccc2)n(C)n1,83
ZINC000043358467,Cc1cccc(C)c1NC(=O)NCCCn2ccnc2,83
ZINC000076021179,Cc1ccc(C[C@H](C)NC(=O)NC[C@@](C)(O)c2cnn(C)c2)c(C)c1,83
ZINC000299797175,Cc1c(NC(=O)NC[C@H](c2ccc(F)cc2)N3CCCC3)cnn1C,83
ZINC000018178604,Cc1ccccc1NC(=O)CSc2nccc(=O)[nH]2,84
ZINC000047075117,CC(=O)c1ccc(NC(=O)c2ccc3c(=O)[nH]c(=S)[nH]c3c2)cc1,84
ZINC000008616643,Cc1cnc(SCc2ccccc2)[nH]c1=O,84
ZINC000000052217,Cc1ccc(C)c(NC(=O)CSc2ccccn2)c1,84
ZINC000013858323,Cc1nc(SCC(=O)NC2CCCCC2)[nH]c(=O)c1C,84
ZINC000108861450,COC(=O)c1ccccc1CSc2ncc(C)cn2,84
ZINC000000128022,Cc1ccnc(SCC(=O)Nc2ccccc2)n1,84
ZINC000018093982,COc1ccccc1NC(=O)CSc2nc(C)cc(=O)[nH]2,84
ZINC000020395658,Cc1nc(SCC(=O)O)[nH]c(=O)c1C,84
ZINC000000567573,COC(=O)c1ccc(CSc2nc(N)cc(N)n2)cc1,84
ZINC000044915655,c1ccc(Cn2ncc3c2CCC[C@H]3Nc4ncnc5nc[nH]c45)cc1,85
ZINC000096064414,C[N@H+]1CC[C@H]2[C@H](C[C@@H](Cn3cncn3)N2c4nccs4)C1,85
ZINC000267642866,Fc1ccc([C@@H]2CCCC[N@H+]2CCn3cccn3)cc1,85
ZINC000095509626,Cc1ccc(N2CCC[C@H](c3[nH+]ccn3Cc4ccncc4)C2)nn1,85
ZINC000091876761,Cn1ccnc1C[N@@H+]2CCC[C@@H](c3nnc(Cn4cccn4)n3C)C2,85
ZINC000306124096,Cc1ccc(N2CC[C@H]3[C@H]2CC[N@@H+]3Cc4ccncc4)nn1,85
ZINC000019710962,c1ccc(CC[N@H+]2CCC[C@@H](c3nnc4n3CCNC4)C2)cc1,85
ZINC000256050065,CCCCCC[NH2+]Cc1ccn(CC)n1,85
ZINC000257286934,Cn1nccc1-c2cc(C[C@@H]3CCC[N@@H+](C)C3)ccn2,85
ZINC000083219384,Cn1cc(CCC[N@H+](C)Cc2nc3ccccc3n2C)cn1,85
ZINC000075118127,Cc1ccc(C(=O)N[C@@H]2CCCc3ccccc32)c(=O)[nH]1,86
ZINC000023875316,O=C(CC[C@@H]1Cc2ccccc2NC1=O)NCCc3cccnc3,86
ZINC000072305525,Cc1ccc2nc(CNC(=O)c3ccc4ccccc4n3)[nH]c2c1,86
ZINC000032900711,O=C1CCc2cc(C(=O)Nc3cnc4ccccc4c3)ccc2N1,86
ZINC000012526888,O=C(NC1CCCCC1)c2cccc3ncccc23,86
ZINC000009127022,Cc1cccc(C(=O)NCCc2ccccn2)c1,86
